"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths","Garage Spaces","Pool YN","Tax Annual Amount"
"1","26010371","S","15","CCT","387 Lincoln Avenue Unit#B","Cliffside Park","$1,139,000","07/30/2026","$1,139,000","TWNHS","1,970","","3","3","1","1","No","$15,524"
"1","26021502","S","12","CCT","5 Scarlet Oak Lane","Paramus","$1,100,000","07/28/2026","$995,000","TWNHS","2,332","","3","3","1","2","No","$13,188"
"1","26021938","S","26","CCT","212 7th                  Unit#A","Palisades Park","$1,099,000","07/24/2026","$1,099,000","Condo","","","5","3","1","2","No","$13,731"
"1","26019527","S","11","CCT","531A 2nd Street Unit#A","Palisades Park","$1,050,000","07/23/2026","$1,050,000","Condo","","","3","3","1","2","No","$11,650"
"1","26012898","S","12","CCT","618 Fir Court Unit#618","Norwood","$1,030,000","07/16/2026","$998,000","TWNHS","2,200","","4","3","1","2","Yes","$17,000"
"1","26017385","S","11","CCT","608 Fieldstone Terrace","Wyckoff","$999,999","07/15/2026","$900,000","TWNHS","2,424","","3","2","1","2","No","$14,453"
"1","26016189","S","32","CCT","7 Lindley              Avenue Unit#B","Tenafly","$999,000","07/13/2026","$999,000","Condo","","","4","3","1","1","No","$14,998"
"1","26013616","S","13","CCT","427 Lawton Avenue","Cliffside Park","$985,000","07/10/2026","$915,000","TWNHS","1,938","","3","2","2","","No","$13,947"
"1","26006793","S","29","CCT","15 Drake Drive Unit#G2","Hillsdale","$969,000","07/07/2026","$969,000","TWNHS","2,362","","3","3","1","2","No","$18,415"
"1","26005391","S","55","CCT","1500 Palisade Avenue Unit#20A","Fort Lee","$960,000","07/15/2026","$1,050,000","Co-op","","","2","2","1","","Yes",""
"1","26013819","S","41","CCT","2451 Leighton             Unit#B (left side)","Fort Lee","$950,000","07/06/2026","$1,100,000","TWNHS","","","3","2","2","1","No","$16,000"
"1","26007996","S","25","CCT","442 Washington Avenue Unit#C0442","Cliffside Park","$950,000","07/22/2026","$968,000","Condo","1,940","","3","2","2","","No","$14,180"
"1","26011996","S","48","CCT","421 Lafayette Avenue Unit#421","Cliffside Park","$930,000","07/21/2026","$945,000","TWNHS","1,924","","3","2","2","1","No","$12,649"
"1","26015726","S","16","CCT","602 Four Seasons Lane","Montvale","$915,000","07/27/2026","$915,000","Condo","1,957","","2","2","0","2","Yes","$13,702"
"1","26011247","S","18","CCT","224 Warren Avenue Unit#A","Fort Lee","$910,000","07/01/2026","$899,000","TWNHS","","","3","3","1","1","No","$12,825"
"1","26015554","S","12","CCT","501 Whitney Lane","Allendale","$905,000","07/17/2026","$878,000","TWNHS","1,902","","3","2","1","1","No","$12,829"
"1","26011019","S","45","CCT","422 Hillside Avenue Unit#5","Palisades Park","$900,000","07/06/2026","$848,000","TWNHS","1,760","","3","3","1","","No","$10,102"
"1","26009048","S","105","CCT","320 Adolphus Avenue Unit#1009","Cliffside Park","$900,000","07/23/2026","$998,000","Condo","1,427","","2","2","0","","Yes","$21,494"
"1","26018228","S","23","CCT","800 Palisade Avenue Unit#1603","Fort Lee","$875,000","07/02/2026","$899,000","Condo","2,064","","2","2","1","1","Yes","$12,123"
"1","25031916","S","239","CCT","800 Palisade Avenue Unit#401","Fort Lee","$870,000","07/17/2026","$939,000","Condo","2,700","","3","3","1","","Yes","$17,625"
"1","26012428","S","14","CCT","41 Litchult Lane","Mahwah","$830,000","07/17/2026","$810,000","TWNHS","2,385","","3","2","1","1","Yes","$10,505"
"1","26010008","S","114","CCT","370 French Court","Teaneck","$797,500","07/20/2026","$825,000","TWNHS","1,824","","2","2","1","1","No","$10,073"
"1","26017984","S","24","CCT","130 Wesmont Drive","Wood Ridge","$795,000","07/21/2026","$792,700","TWNHS","1,950","","3","2","1","1","No","$14,462"
"1","26014164","S","26","CCT","224 Westervelt Lane","Mahwah","$794,000","07/27/2026","$799,000","TWNHS","2,066","","2","2","1","1","No","$10,907"
"1","26012329","S","14","CCT","2310 Rio Vista Lane Unit#2310","Northvale","$780,000","07/02/2026","$750,000","Condo","2,150","","3","2","0","2","Yes","$16,610"
"1","26012141","S","13","CCT","84 Windsor Circle Unit#84C","Township of Washington","$780,000","07/27/2026","$779,000","TWNHS","2,307","","3","2","1","1","Yes","$11,354"
"1","26010966","S","55","CCT","233 5th Street Unit#B","Fairview","$777,000","07/02/2026","$799,000","TWNHS","1,874","","3","3","1","2","No","$14,143"
"1","26026494","S","96","CCT","1055 River Road Unit#1006S","Edgewater","$769,000","07/13/2026","$759,000","Condo","","","3","2","1","2","No","$11,003"
"1","26020833","S","24","CCT","1302 Rio Vista            Lane","Northvale","$760,000","07/31/2026","$750,000","Condo","","","3","2","0","2","Yes","$15,725"
"1","26019027","S","10","CCT","90 Wesmont Drive","Wood Ridge","$750,000","07/17/2026","$735,000","Condo","1,771","","3","2","1","1","No","$13,323"
"1","26017291","S","30","CCT","9 Arnold Drive","Wood Ridge","$750,000","07/15/2026","$745,000","TWNHS","1,771","","2","2","1","1","No","$6,970"
"1","26015934","S","7","CCT","335 Cambridge Drive","Ramsey","$750,000","07/30/2026","$649,000","TWNHS","2,344","","2","2","1","1","Yes","$11,349"
"1","26017705","S","18","CCT","219 Pond Terrace Unit#2B","Township of Washington","$735,000","07/23/2026","$719,000","TWNHS","1,768","","3","2","1","","Yes","$9,603"
"1","26012477","S","11","CCT","1112 The Plaza Unit#1112","Tenafly","$730,000","07/15/2026","$698,800","Condo","1,280","","2","2","0","1","Yes","$12,558"
"1","26013663","S","16","CCT","2 Carlyle Court","Teaneck","$725,000","07/01/2026","$689,000","TWNHS","2,406","","3","2","1","2","No","$11,953"
"1","26016824","S","20","CCT","12 Danbury Court Unit#12A","Township of Washington","$720,000","07/29/2026","$729,900","TWNHS","1,849","","2","2","1","","Yes","$11,241"
"1","26012487","S","12","CCT","2071 Drake Court","Mahwah","$720,000","07/17/2026","$675,000","TWNHS","","","3","2","1","","Yes","$7,559"
"1","26009329","S","24","CCT","19 Quail Court Unit#40","Englewood","$720,000","07/17/2026","$669,000","TWNHS","1,542","","2","2","1","1","Yes","$10,342"
"1","26019544","S","13","CCT","45 Fox Run Drive","Englewood","$705,000","07/16/2026","$649,999","TWNHS","1,542","","2","2","1","","Yes","$10,077"
"1","26017893","S","13","CCT","1437 John Street","Fort Lee","$700,000","07/17/2026","$639,000","Condo","1,640","","3","2","0","","Yes","$9,450"
"1","26016962","S","33","CCT","13 Canterbury Lane","New Milford","$697,500","07/24/2026","$650,000","TWNHS","1,681","","2","2","1","2","No","$10,332"
"1","26007120","S","62","CCT","75 Wesmont Drive Unit#1812","Wood Ridge","$697,000","07/08/2026","$700,000","TWNHS","1,771","","2","2","1","1","No","$13,281"
"1","26014657","S","8","CCT","44 Holiday Court","River Vale","$675,000","07/31/2026","$639,900","TWNHS","1,764","","2","2","1","1","Yes","$11,913"
"1","26014135","S","41","CCT","2063 Drake Court","Mahwah","$675,000","07/31/2026","$569,000","TWNHS","1,672","","3","2","1","","Yes","$7,616"
"1","26018523","S","34","CCT","1101 The Plaza           ","Tenafly","$667,000","07/31/2026","$675,000","Condo","1,250","","2","2","0","1","Yes","$11,600"
"1","26010645","S","16","CCT","200 Winston              Drive Unit#1014","Cliffside Park","$660,000","07/17/2026","$625,000","Condo","1,695","","2","2","0","","Yes","$11,217"
"1","26015872","S","4","CCT","5303 Rio Vista Drive","Mahwah","$650,000","07/14/2026","$619,000","Condo","1,523","","2","2","0","","Yes","$7,270"
"1","26012918","S","23","CCT","200 Grand Cove Way Unit#3L","Edgewater","$649,000","07/14/2026","$629,000","Condo","1,347","","2","2","0","1","Yes","$7,920"
"1","26011367","S","62","CCT","100 Old Palisade Road Unit#2311","Fort Lee","$642,000","07/08/2026","$659,000","Condo","1,326","","2","2","0","2","No","$14,310"
"1","26013101","S","14","CCT","200 Winston              Unit#2417","Cliffside Park","$640,000","07/17/2026","$649,999","Condo","","","2","2","0","","Yes","$9,347"
"1","26011438","S","6","CCT","101 Route 5              Unit#304","Edgewater","$640,000","07/16/2026","$649,000","TWNHS","1,194","","2","1","1","1","No","$7,995"
"1","26015530","S","20","CCT","200 Winston              Unit#109","Cliffside Park","$633,000","07/10/2026","$649,000","Condo","1,805","","3","3","0","1","Yes","$10,632"
"1","26025205","S","79","CCT","70 Regency Circle","Englewood","$625,000","07/01/2026","$625,000","Condo","1,022","","2","3","0","","Yes","$10,813"
"1","26022443","S","10","CCT","100 Carlyle              Unit#5L-N","Cliffside Park","$625,000","07/30/2026","$625,000","Condo","","","2","2","1","1","Yes","$12,682"
"1","26010956","S","23","CCT","1026 Castle               Road","Mahwah","$620,000","07/16/2026","$599,999","Condo","1,636","","3","3","0","","Yes","$7,268"
"1","26013932","S","35","CCT","3 Macmillan Court","Mahwah","$615,000","07/21/2026","$610,000","Condo","1,808","","3","2","1","1","Yes","$7,433"
"1","26011121","S","49","CCT","162 Sylvan Street","Rutherford","$612,000","07/09/2026","$609,000","Condo","","","4","2","1","","No","$11,193"
"1","26017686","S","38","CCT","14 Holiday              Court","River Vale","$600,000","07/14/2026","$589,000","Condo","","","2","2","0","1","Yes","$9,178"
"1","26017591","S","16","CCT","67 Arnold Drive Unit#5811","Wood Ridge","$597,000","07/27/2026","$597,000","TWNHS","1,073","","2","2","0","1","No","$7,472"
"1","26013664","S","38","CCT","200 Winston Drive Unit#3102","Cliffside Park","$590,000","07/31/2026","$599,800","Condo","1,644","","2","2","0","","Yes","$10,335"
"1","26012637","S","29","CCT","855 Valley Brook         Avenue Unit#1B","Lyndhurst","$590,000","07/13/2026","$579,000","Condo","","","2","2","0","1","No","$7,818"
"1","26010307","S","55","CCT","1121 Riverview Avenue Unit#121","Englewood","$585,000","07/06/2026","$599,000","Condo","1,410","","2","2","1","1","Yes","$11,500"
"1","26008363","S","53","CCT","884 Somerset Court","Ramsey","$581,000","07/10/2026","$598,000","TWNHS","1,490","","2","2","0","1","Yes","$8,787"
"1","26013733","S","31","CCT","6 Central Avenue Unit#3","Rochelle Park","$580,000","07/20/2026","$580,000","TWNHS","1,902","","2","2","2","","No","$11,269"
"1","26020266","S","22","CCT","172 Grandview Lane","Mahwah","$579,000","07/31/2026","$579,000","TWNHS","1,392","","2","2","0","1","Yes","$7,268"
"1","26011569","S","37","CCT","2303 Rio Vista Lane","Northvale","$575,000","07/17/2026","$575,000","Condo","1,153","","2","1","1","1","Yes","$9,994"
"1","26009520","S","58","CCT","250 Gorge Road Unit#28D","Cliffside Park","$575,000","07/28/2026","$600,000","Co-op","","","3","2","0","","Yes","$0"
"1","26025652","S","57","CCT","147 Wesmont Drive","Wood Ridge","$573,000","07/01/2026","$559,300","TWNHS","1,073","","2","2","0","1","No","$10,606"
"1","26018329","S","38","CCT","93 Wesmont Drive","Wood Ridge","$565,000","07/30/2026","$560,000","TWNHS","1,073","","2","2","0","1","No","$10,578"
"1","26019908","S","16","CCT","13-4 Tamaron Drive Unit#13-4","Waldwick","$550,000","07/21/2026","$550,000","Condo","1,040","","2","1","1","0","Yes","$8,067"
"1","26010354","S","67","CCT","3109 Windsor Park Court Unit#109-C","Englewood","$545,000","07/17/2026","$555,000","Condo","1,183","","2","2","0","1","No","$10,691"
"1","26006000","S","98","CCT","200 Winston              Drive Unit#1005","Cliffside Park","$545,000","07/09/2026","$569,000","Condo","1,644","","2","2","0","","Yes","$10,054"
"1","25043936","S","112","CCT","3118 City Place","Edgewater","$545,000","07/27/2026","$549,000","Condo","1,329","","2","2","0","2","No","$8,644"
"1","26018157","S","25","CCT","150 Overlook             Unit#PH3","Hackensack","$540,000","07/17/2026","$499,000","Condo","1,574","","3","2","0","","No","$11,660"
"1","26017854","S","16","CCT","101 E Oak Street Unit#F6","Oakland","$535,000","07/29/2026","$499,000","TWNHS","1,416","","2","2","1","2","No","$9,766"
"1","26019264","S","15","CCT","300 Winston              Unit#418","Cliffside Park","$530,000","07/09/2026","$515,000","Condo","","","2","2","0","","Yes","$8,241"
"1","26009116","S","21","CCT","100 Carlyle Drive Unit#14G-NORTH","Cliffside Park","$530,000","07/08/2026","$528,000","Condo","1,132","","1","1","1","1","Yes","$10,343"
"1","26019074","S","8","CCT","518 Holly Court","Mahwah","$528,000","07/15/2026","$497,000","Condo","1,010","","2","2","0","","Yes","$5,825"
"1","26015839","S","29","CCT","300 Winston              Drive Unit#923","Cliffside Park","$526,500","07/10/2026","$539,000","Condo","1,211","","2","2","0","","Yes","$7,643"
"1","25042924","S","196","CCT","6 Horizon              Road Unit#2602","Fort Lee","$525,000","07/28/2026","$539,000","Co-op","2,100","","3","2","1","1","Yes",""
"1","26020719","S","13","CCT","959 Juniper Way","Mahwah","$523,000","07/09/2026","$495,000","Condo","1,010","","2","2","0","0","Yes","$5,825"
"1","26020137","S","13","CCT","117 S Maple                Unit#1172","Park Ridge","$520,000","07/20/2026","$449,000","Condo","1,075","","2","2","0","1","No","$9,122"
"1","26017163","S","37","CCT","310 Cliff                Lane Unit#3F","Cliffside Park","$520,000","07/30/2026","$500,000","Condo","1,020","","2","2","0","2","No","$8,040"
"1","26015119","S","11","CCT","22 Eakens Court","Mahwah","$520,000","07/08/2026","$495,000","Condo","1,067","","2","1","0","","No","$5,860"
"1","26021742","S","9","CCT","902 River Renaissance Unit#C02","East Rutherford","$515,000","07/20/2026","$489,000","TWNHS","1,301","","2","1","1","2","No","$5,999"
"1","26014811","S","65","CCT","59 Birch Street","Ridgefield Park","$515,000","07/28/2026","$519,000","TWNHS","1,535","","2","2","1","1","No","$10,928"
"1","26019636","S","17","CCT","1030 Cumberland Court Unit#1030","Mahwah","$510,000","07/09/2026","$499,000","TWNHS","1,272","","2","2","1","","Yes","$6,652"
"1","26014587","S","16","CCT","1069 Cambridge Court","Mahwah","$510,000","07/31/2026","$499,999","Condo","1,139","","2","2","0","","Yes","$6,157"
"1","26011487","S","13","CCT","22-1 Tamaron Drive","Waldwick","$510,000","07/27/2026","$490,000","Condo","1,040","","2","2","0","0","Yes","$8,067"
"1","26010660","S","6","CCT","1306 Paddington Road Unit#1306","Mahwah","$510,000","07/20/2026","$484,987","Condo","1,139","","2","2","0","0","Yes","$6,185"
"1","26020968","S","9","CCT","220 Mountain View Drive Unit#220","Mahwah","$500,000","07/28/2026","$499,000","Condo","1,655","","2","2","0","1","Yes","$7,117"
"1","26016242","S","32","CCT","2352 Linwood Avenue Unit#6C","Fort Lee","$490,000","07/24/2026","$469,000","Condo","1,200","","2","2","0","1","Yes","$6,257"
"1","26015224","S","11","CCT","1150 River                Road Unit#PHB","Edgewater","$489,000","07/08/2026","$489,000","Condo","1,205","","1","1","1","","No","$6,269"
"1","26013959","S","20","CCT","28 Church Street Unit#3","Lodi","$488,000","07/31/2026","$479,900","TWNHS","","","2","1","1","1","No","$9,877"
"1","26021685","S","8","CCT","511 Quince Court","Mahwah","$485,000","07/22/2026","$450,000","TWNHS","1,244","","2","2","1","","Yes","$6,043"
"1","26005758","S","41","CCT","17 Jasmine Lane Unit#1109","Garfield","$485,000","07/01/2026","$475,000","TWNHS","1,261","","2","3","0","1","Yes","$10,075"
"1","26006771","S","38","CCT","243 Cambridge Drive","Ramsey","$482,500","07/17/2026","$499,000","Condo","1,399","","2","2","0","1","Yes","$10,258"
"1","26013126","S","21","CCT","1093 Ash Drive","Mahwah","$480,000","07/02/2026","$479,900","Condo","1,045","","2","2","0","","Yes","$5,976"
"1","26005995","S","85","CCT","707 Thoreau Court","Mahwah","$478,000","07/27/2026","$485,000","Condo","1,054","","2","2","0","","Yes","$5,881"
"1","26014668","S","42","CCT","1 Orient Way Unit#204","Rutherford","$475,000","07/30/2026","$495,000","Condo","1,009","","1","1","0","","No","$10,560"
"1","26011120","S","5","CCT","4137 Cory Lane","Elmwood Park","$475,000","07/06/2026","$472,000","Condo","1,343","","2","2","0","","Yes","$8,405"
"1","26015529","S","14","CCT","123 S Maple Avenue Unit#A","Park Ridge","$473,000","07/08/2026","$445,000","Condo","1,075","","2","2","0","1","No","$9,122"
"1","26013436","S","30","CCT","33 Markham Circle Unit#91","Englewood","$470,000","07/06/2026","$475,000","Condo","724","","1","1","0","1","Yes","$8,066"
"1","26021251","S","14","CCT","58 Kinderkamack         Road Unit#22","Emerson","$467,000","07/22/2026","$459,000","Condo","","","2","2","0","","No","$8,546"
"1","26017129","S","36","CCT","200 Winston              Unit#2811","Cliffside Park","$460,000","07/17/2026","$460,000","Condo","","","1","1","0","","Yes","$9,302"
"1","26015582","S","70","CCT","131 Clinton Place Unit#116","Hackensack","$460,000","07/15/2026","$489,000","Condo","1,034","","2","2","0","","No","$8,200"
"1","26006373","S","52","CCT","281 Cory Lane","Elmwood Park","$459,000","07/03/2026","$459,000","Condo","1,330","","2","2","0","","Yes","$8,498"
"1","26019471","S","22","CCT","186 Larch Lane","Mahwah","$455,000","07/29/2026","$469,000","Condo","1,108","","2","2","0","","No","$6,985"
"1","26018599","S","11","CCT","71 Fromm Court","Mahwah","$450,000","07/01/2026","$399,999","Condo","1,122","","2","1","0","","No","$5,104"
"1","26018598","S","34","CCT","453 Liberty Street Unit#12","Little Ferry","$450,000","07/10/2026","$431,000","TWNHS","960","","2","1","1","1","No","$8,050"
"1","26018017","S","17","CCT","100 Carlyle              Drive Unit#10B-South","Cliffside Park","$449,888","07/15/2026","$449,888","Condo","1,060","","1","1","1","1","Yes","$11,109"
"1","26018198","S","13","CCT","5 Colonial Village Drive","Hillsdale","$447,000","07/10/2026","$449,000","Condo","948","","2","2","0","","No","$8,698"
"1","26018544","S","20","CCT","200 Division Street Unit#6G","Cliffside Park","$445,000","07/15/2026","$449,000","Condo","1,111","","2","2","0","","No","$7,552"
"1","26015128","S","27","CCT","100 Old Palisade         Unit#3101","Fort Lee","$443,000","07/13/2026","$449,000","Condo","870","","1","1","0","1","Yes","$8,100"
"1","26014962","S","46","CCT","3711 Mark Twain Way","Mahwah","$440,000","07/15/2026","$448,888","Condo","1,193","","2","2","0","","Yes","$6,132"
"1","26018937","S","8","CCT","289 Valley Boulevard Unit#2D","Wood Ridge","$430,000","07/08/2026","$409,000","Condo","935","","2","1","0","1","No","$7,220"
"1","26017279","S","50","CCT","2000 Linwood              Unit#14 0","Fort Lee","$430,000","07/31/2026","$450,000","Condo","1,090","","2","2","0","","Yes","$7,371"
"1","26019252","S","28","CCT","2000 Linwood Avenue Unit#11A","Fort Lee","$425,000","07/28/2026","$465,000","Condo","1,290","","2","2","0","","Yes","$7,803"
"1","26019873","S","20","CCT","320 Anderson Avenue Unit#2A","Fairview","$415,000","07/22/2026","$425,000","Condo","964","","2","1","0","1","No","$6,333"
"1","26019697","S","12","CCT","2111 Hilltop Road","Mahwah","$415,000","07/31/2026","$395,000","Condo","840","","1","1","0","1","Yes","$4,950"
"1","26015594","S","18","CCT","651 Riverside            Avenue Unit#B17","Lyndhurst","$415,000","07/03/2026","$395,000","Condo","1,058","","2","2","0","","No","$6,279"
"1","26006916","S","111","CCT","200 Winston              Unit#501","Cliffside Park","$415,000","07/02/2026","$429,999","Condo","1,313","","2","2","0","","Yes","$8,300"
"1","26020854","S","11","CCT","326 Prospect             Unit#11K","Hackensack","$410,000","07/22/2026","$418,888","Condo","1,451","","2","2","0","1","Yes","$10,603"
"1","26013413","S","44","CCT","1530 Palisade             Avenue Unit#27K","Fort Lee","$410,000","07/27/2026","$435,000","Co-op","","","1","1","1","","Yes",""
"1","26012851","S","43","CCT","2000 Linwood Avenue Unit#6C","Fort Lee","$410,000","07/01/2026","$425,000","Condo","","","2","2","0","","Yes","$6,304"
"1","26012615","S","44","CCT","295 Tenafly Road Unit#I","Tenafly","$410,000","07/28/2026","$435,000","Condo","850","","2","1","0","","No","$7,878"
"1","26012597","S","40","CCT","2000 Linwood Avenue Unit#5B","Fort Lee","$410,000","07/01/2026","$413,000","Condo","848","","1","1","0","","Yes","$6,210"
"1","26016094","S","18","CCT","825 Riverside Avenue Unit#203","Lyndhurst","$405,000","07/16/2026","$399,900","Condo","990","","2","1","0","1","No","$6,012"
"1","26011968","S","15","CCT","30 E Maple               ","Teaneck","$401,000","07/28/2026","$389,900","Condo","","","2","1","1","","Yes","$7,144"
"1","26013913","S","28","CCT","200 Winston              Drive Unit#401","Cliffside Park","$400,000","07/03/2026","$425,000","Condo","","","2","2","0","1","Yes","$8,097"
"1","26016740","S","17","CCT","570 North                Avenue Unit#F","Fort Lee","$399,000","07/13/2026","$399,000","Condo","","","1","1","0","","No","$6,317"
"1","26016225","S","32","CCT","333 Grand Avenue Unit#2N","Palisades Park","$392,500","07/15/2026","$405,000","Condo","769","","2","1","0","","No","$4,165"
"1","26011848","S","20","CCT","802 Thoreau Court","Mahwah","$390,000","07/09/2026","$390,000","Condo","949","","1","1","0","0","Yes","$4,902"
"1","26011255","S","44","CCT","100 Palisade Avenue Unit#B51","Englewood","$390,000","07/01/2026","$397,000","Condo","970","","2","1","0","","No","$7,859"
"1","26015503","S","34","CCT","1203 River                Unit#5G","Edgewater","$388,888","07/08/2026","$388,888","Condo","650","","0","1","0","0","Yes","$3,960"
"1","26018898","S","39","CCT","2330 Linwood Avenue Unit#2E","Fort Lee","$385,000","07/28/2026","$389,000","Condo","855","","2","1","0","1","No","$6,739"
"1","26009624","S","52","CCT","20 E Maple Street","Teaneck","$385,000","07/22/2026","$382,800","Condo","1,100","","2","2","0","0","Yes","$7,378"
"1","26015729","S","32","CCT","2100 Linwood              Avenue Unit#21J","Fort Lee","$380,000","07/29/2026","$380,000","Co-op","","","2","2","0","","Yes",""
"1","26008523","S","37","CCT","2200 Central Road Unit#15N","Fort Lee","$370,000","07/29/2026","$379,000","Co-op","1,550","","2","2","0","","Yes",""
"1","26012239","S","47","CCT","151 E Palisade             Unit#6D","Englewood","$366,000","07/13/2026","$370,000","Condo","1,104","","1","1","0","1","No","$6,478"
"1","26003851","S","25","CCT","523 Bushes Lane Unit#523","Elmwood Park","$360,000","07/01/2026","$370,000","Condo","800","","1","1","0","","Yes","$6,900"
"1","26018707","S","9","CCT","521 Piermont Avenue Unit#428","River Vale","$352,000","07/31/2026","$359,000","Condo","1,005","","1","1","0","","Yes","$6,005"
