"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths","Garage Spaces","Pool YN","Tax Annual Amount"
"1","26012712","S","72","RES","33 Beech Street","Little Ferry","$700,000","07/24/2026","$697,500","BiLvl","","7,364","4","2","0","2","No","$12,019"
"1","25040143","S","23","RES","36 Morningside Avenue","Cresskill","$699,000","07/17/2026","$699,999","Colonial","","7,000","4","2","0","1","No","$12,139"
"1","26013004","S","44","RES","31 Susan Avenue","Midland Park","$692,000","07/21/2026","$725,000","Ranch","","11,200","3","2","0","1","No","$13,760"
"1","26019172","S","8","RES","220 New Jersey Avenue","Bergenfield","$689,000","07/23/2026","$649,900","Cape Cod","","5,301","3","2","0","0","No","$12,036"
"1","26023058","S","13","RES","599 Concord Street","New Milford","$680,000","07/20/2026","$499,000","Split","","9,374","3","1","1","2","No","$14,838"
"1","26011706","S","45","RES","705 Wilson               Court","River Vale","$680,000","07/21/2026","$688,950","Colonial","","7,802","3","2","0","","No","$11,960"
"1","26015947","S","7","RES","294 Hayes Drive","Saddle Brook","$671,000","07/15/2026","$595,000","BiLvl","","8,581","3","1","1","","Yes","$10,396"
"1","25042480","S","103","RES","351 Closter Dock Road","Closter","$670,000","07/24/2026","$670,000","Colonial","","6,154","3","1","0","","No","$10,028"
"1","26004048","S","79","RES","120 Main Street","Ridgefield Park","$665,000","07/24/2026","$690,000","Cape Cod","","6,098","3","2","0","","No","$12,119"
"1","26017057","S","21","RES","229 Cedar Lane","River Vale","$660,000","07/21/2026","$649,900","Cape Cod","","5,998","4","2","0","1","No","$9,857"
"1","26006912","S","91","RES","130 Tuella Avenue","Elmwood Park","$651,000","07/20/2026","$649,900","Colonial","","4,313","4","2","0","0","No","$9,535"
"1","26020383","S","6","RES","125 N 1st Street","Bergenfield","$650,000","07/16/2026","$579,000","Cape Cod","","5,545","3","2","0","1","No","$9,887"
"1","26010372","S","69","RES","104 Stone Street","Maywood","$650,000","07/20/2026","$625,000","Cape Cod","","5,249","3","2","0","","No","$11,387"
"1","26014960","S","41","RES","15-14 Bellair              Avenue","Fair Lawn","$646,150","07/24/2026","$699,900","Colonial","","5,001","3","1","1","2","No","$10,488"
"1","26019018","S","12","RES","112 Bell Avenue","Hasbrouck Heights","$644,000","07/24/2026","$625,000","Colonial","","5,001","3","2","0","1","No","$11,898"
"1","26018682","S","12","RES","90 Grove Street","Waldwick","$640,000","07/24/2026","$615,000","Ranch","","5,001","2","2","0","1","No","$10,865"
"1","26016369","S","11","RES","241 Coupe Place","North Arlington","$640,000","07/17/2026","$599,900","Cape Cod","","4,530","3","1","1","0","No","$10,133"
"1","26013992","S","29","RES","178 Jackson Avenue","Rutherford","$635,000","07/21/2026","$679,900","Colonial","","5,502","4","2","1","1","No","$13,660"
"1","26019546","S","12","RES","56 Lunn Avenue","Bergenfield","$630,000","07/15/2026","$599,000","Colonial","","5,301","3","1","0","1","No","$10,200"
"1","26002707","S","130","RES","752 Ridge Road","Lyndhurst","$630,000","07/23/2026","$649,000","Colonial","","4,996","3","1","1","","No","$9,699"
"1","26012227","S","17","RES","114 Crescent Avenue","Waldwick","$625,000","07/21/2026","$625,000","Cape Cod","","11,199","4","1","0","2","No","$10,488"
"1","26007641","S","43","RES","9 Sioux Avenue","Oakland","$625,000","07/16/2026","$599,000","Ranch","","10,237","2","2","0","0","No","$11,133"
"1","25039175","S","113","RES","17A Garden Drive","Elmwood Park","$620,000","07/15/2026","$589,900","Duplex","","4,908","4","3","1","1","No","$9,344"
"1","26017841","S","21","RES","365 Grove Street","New Milford","$615,000","07/24/2026","$619,900","Cape Cod","","5,001","4","2","0","1","No","$11,900"
"1","26016373","S","13","RES","2-18 32nd Street","Fair Lawn","$600,000","07/21/2026","$550,000","Cape Cod","","5,301","3","1","1","","No","$9,244"
"1","26012730","S","37","RES","34 Gordon Street","Ridgefield Park","$599,999","07/21/2026","$599,999","Colonial","","3,846","3","1","1","1","No","$9,619"
"1","26016863","S","14","RES","8 Huntting Drive","Dumont","$586,000","07/17/2026","$529,000","Cape Cod","","6,251","3","1","0","1","No","$11,691"
"1","26019205","S","6","RES","26 Pavonia Avenue","Emerson","$585,000","07/21/2026","$649,000","Ranch","","5,001","4","1","1","","No","$13,146"
"1","26016520","S","21","RES","40 South Drive","Rochelle Park","$585,000","07/22/2026","$550,000","Cape Cod","","6,050","4","1","0","","No","$8,253"
"1","26027642","S","99","RES","47 Mahan Street","Tenafly","$575,000","07/20/2026","$575,000","Cape Cod","","5,358","2","1","0","","No","$8,392"
"1","26013626","S","11","RES","52 Elmwood Drive","Elmwood Park","$575,000","07/21/2026","$549,000","Colonial","","7,200","3","1","1","1","No","$9,398"
"1","26019872","S","9","RES","364 Roosevelt Avenue","Lyndhurst","$550,000","07/21/2026","$489,000","Cape Cod","","4,604","3","1","0","1","No","$8,934"
"1","26018996","S","7","RES","295 Lanza Avenue","Saddle Brook","$550,000","07/22/2026","$469,900","Colonial","","7,749","5","1","0","1","No","$9,209"
"1","26010734","S","17","RES","156 Cedar Avenue","Hackensack","$550,000","07/17/2026","$649,900","Ranch","","5,001","3","1","1","1","No","$12,127"
"1","26018574","S","27","RES","75 Franklin Avenue","Bergenfield","$540,000","07/21/2026","$530,000","Cape Cod","","5,001","2","2","0","","No","$10,073"
"1","26028347","S","54","RES","111 Van Nostrand        ","Englewood","$470,000","07/24/2026","$470,000","Colonial","","","4","2","0","","No","$12,040"
