"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths","Garage Spaces","Pool YN","Tax Annual Amount"
"1","26011782","S","67","RES","158 Carmita Avenue","Rutherford","$1,075,000","07/23/2026","$1,125,000","Colonial","","7,501","4","3","1","","Yes","$15,562"
"1","26013245","S","9","RES","44 W Midland              Avenue","Paramus","$1,070,000","07/17/2026","$999,000","Colonial","","14,834","5","2","1","","Yes","$12,788"
"1","26016881","S","15","RES","678 Millbrook Road","River Edge","$1,050,000","07/15/2026","$939,000","Colonial","","6,734","3","2","1","1","No","$15,282"
"1","26019005","S","11","RES","451 Bogert Avenue","Ridgewood","$1,021,000","07/17/2026","$985,000","Colonial","","6,011","3","2","0","1","No","$15,166"
"1","26019209","S","11","RES","157 Harriot Avenue","Harrington Park","$999,999","07/17/2026","$899,000","BiLvl","","13,861","4","3","0","2","No","$13,914"
"1","26017578","S","19","RES","568 Stellman Road","River Vale","$999,999","07/21/2026","$888,950","Split","","19,110","3","2","1","2","No","$14,719"
"1","26021697","S","12","RES","583 Brookside Avenue","Oradell","$999,000","07/22/2026","$899,999","Colonial","","6,726","5","3","0","2","No","$16,039"
"1","26015219","S","15","RES","88 Ross Avenue","Emerson","$999,000","07/15/2026","$949,500","Ranch","","14,000","4","3","0","2","Yes","$17,900"
"1","26011443","S","37","RES","76 Magnolia Avenue","Tenafly","$999,000","07/24/2026","$1,199,000","Colonial","","9,500","7","3","0","","No","$19,411"
"1","26013279","S","13","RES","428 Fairfield Avenue","Ridgewood","$998,000","07/25/2026","$850,000","Colonial","","5,445","3","2","0","1","No","$13,458"
"1","26018709","S","5","RES","158 Morningside Road","Paramus","$997,500","07/15/2026","$895,000","Split","","10,475","3","1","1","1","No","$9,367"
"1","26017049","S","14","RES","60 Oak Street","Harrington Park","$995,000","07/16/2026","$969,000","Split","","18,199","4","3","0","2","No","$17,719"
"1","26020224","S","5","RES","642 Ellington Road","Ridgewood","$980,000","07/24/2026","$875,000","Cape Cod","","6,011","4","2","0","1","No","$11,369"
"1","26016781","S","19","RES","17 Crooked Hill","Oakland","$979,000","07/15/2026","$979,000","Colonial","","9,017","3","4","1","2","Yes","$18,072"
"1","26015834","S","12","RES","181 Highwood Avenue","Leonia","$975,000","07/17/2026","$879,000","Colonial","","5,009","3","3","0","","No","$13,711"
"1","26014280","S","22","RES","507 Sagamore Avenue","Teaneck","$967,000","07/17/2026","$965,000","Colonial","","5,301","4","4","1","2","No","$12,914"
"1","26022185","S","13","RES","5 Ferguson Place","Glen Rock","$965,000","07/22/2026","$859,000","Colonial","","7,200","4","1","1","2","No","$17,897"
"1","26018932","S","11","RES","43 Woodvale Road","Glen Rock","$965,000","07/17/2026","$849,000","Split","","10,498","3","2","0","1","No","$14,821"
"1","26014900","S","56","RES","3 Antrim Road","Montvale","$950,000","07/20/2026","$899,000","BiLvl","","16,656","4","3","0","2","No","$11,527"
"1","25036802","S","6","RES","235 N Franklin Turnpike","Ho-Ho-Kus","$950,000","07/15/2026","$899,900","Ranch","","9,827","3","2","0","2","No","$10,624"
"1","26011745","S","21","RES","255 Jefferson Avenue","River Edge","$949,000","07/21/2026","$949,000","Colonial","","7,649","4","2","0","1","Yes","$14,694"
"1","26014340","S","14","RES","307 E Crescent Avenue","Ramsey","$945,000","07/24/2026","$899,900","BiLvl","","19,994","3","3","0","2","Yes","$14,563"
"1","26015175","S","26","RES","27 Pennsylvania Avenue","Montvale","$935,000","07/22/2026","$899,000","BiLvl","","10,000","4","3","0","2","No","$11,690"
"1","26013487","S","44","RES","631 Montview Place","River Vale","$930,000","07/17/2026","$925,000","Colonial","","26,136","3","2","1","","No","$17,010"
"1","26018310","S","14","RES","57 Stonefield Road","Glen Rock","$925,000","07/23/2026","$875,000","Ranch","","10,498","3","2","1","1","No","$13,665"
"1","26015278","S","14","RES","309 Maple                Avenue","Oradell","$925,000","07/17/2026","$895,000","Colonial","","7,500","3","1","1","","No","$11,800"
"1","26019330","S","26","RES","364 Knickerbocker Road","Cresskill","$915,000","07/21/2026","$929,995","Split","","7,802","3","2","1","1","No","$12,697"
"1","26002657","S","14","RES","36 Page Drive","Oakland","$915,000","07/16/2026","$850,000","Colonial","","11,064","5","2","1","3","Yes","$14,463"
"1","26019461","S","13","RES","681 Schaefer Avenue","Oradell","$900,000","07/24/2026","$799,000","Split","","7,876","3","2","1","","No","$14,862"
"1","26017609","S","25","RES","7 Short Street","Harrington Park","$884,000","07/17/2026","$864,900","Colonial","","5,001","4","3","0","1","No","$14,709"
"1","26019614","S","18","RES","149 Linden Avenue","Emerson","$881,000","07/24/2026","$775,000","Split","","7,501","3","2","1","1","No","$13,523"
"1","26019581","S","12","RES","54 Van Riper Avenue","Rutherford","$880,000","07/24/2026","$850,000","Colonial","","","3","2","1","","No","$16,733"
"1","26015056","S","56","RES","104 14th Street","Cresskill","$879,000","07/22/2026","$849,900","Cape Cod","","10,402","4","2","0","","No","$12,502"
"1","26017190","S","12","RES","114 Summit Avenue","Waldwick","$877,000","07/20/2026","$835,000","Split","","6,299","4","2","0","1","No","$13,255"
"1","26000579","S","109","RES","82 Herrick Street","East Rutherford","$875,000","07/16/2026","$925,000","BiLvl","","5,898","3","1","1","","No","$9,485"
"1","26010493","S","57","RES","116 Woodland Avenue","Maywood","$855,000","07/24/2026","$749,000","BiLvl","","7,350","4","2","1","2","No","$12,800"
"1","26011833","S","13","RES","664 Woodside Avenue","River Vale","$850,000","07/24/2026","$825,000","Split","","22,499","3","1","1","","No","$14,243"
"1","26005425","S","22","RES","454 E Ridgewood Avenue","Paramus","$850,000","07/15/2026","$900,000","BiLvl","","13,529","4","3","0","","Yes","$10,089"
"1","26027887","S","87","RES","618 Falmouth Avenue","Paramus","$845,000","07/20/2026","$840,000","Cape Cod","","13,762","3","2","0","1","No","$9,214"
"1","26008987","S","68","RES","88 Alberta Drive","Saddle Brook","$838,000","07/24/2026","$849,000","Colonial","","5,502","3","2","2","0","No","$8,700"
"1","26013927","S","51","RES","595 Echo Glen Avenue","River Vale","$835,000","07/15/2026","$825,000","BiLvl","","20,047","3","2","0","","No","$12,823"
"1","26021102","S","4","RES","256 Raymond Street","Hasbrouck Heights","$830,000","07/24/2026","$797,000","Colonial","","6,251","4","2","0","2","No","$11,388"
"1","26014221","S","29","RES","425 Victor Street","Saddle Brook","$810,000","07/24/2026","$749,000","Split","","5,502","3","2","1","1","No","$12,078"
"1","26019506","S","27","RES","740 River Road","Teaneck","$790,000","07/24/2026","$779,000","Colonial","","8,451","3","1","1","1","Yes","$14,277"
"1","26019394","S","9","RES","25 Windsor Drive","Dumont","$790,000","07/21/2026","$799,900","Colonial","","4,996","4","3","0","1","No","$11,999"
"1","26015826","S","35","RES","37 Nilsen Avenue","Mahwah","$790,000","07/24/2026","$699,990","Colonial","","43,560","4","2","0","4","No","$9,848"
"1","26009843","S","37","RES","21A Millar               Court","Paramus","$785,000","07/16/2026","$799,900","Duplex","","7,405","3","2","1","1","Yes","$10,731"
"1","26016313","S","9","RES","320 W Clinton Avenue","Bergenfield","$782,000","07/21/2026","$698,888","Split","","5,101","3","2","0","1","No","$12,115"
"1","26016085","S","13","RES","157 Chestnut Ridge Road","Montvale","$780,200","07/24/2026","$748,000","Ranch","","28,401","4","2","0","0","No","$9,815"
"1","26005682","S","7","RES","17 Saint Nicholas Avenue","Westwood","$775,000","07/17/2026","$675,000","Colonial","","6,652","3","1","1","0","No","$10,396"
"1","26017159","S","15","RES","31 Martin Terrace","Hackensack","$765,000","07/23/2026","$698,000","Colonial","","6,599","3","2","1","1","No","$11,552"
"1","26007484","S","30","RES","1280 Sussex Road","Teaneck","$765,000","07/15/2026","$765,000","Colonial","","8,120","3","3","0","","No","$15,768"
"1","26016714","S","16","RES","246 Hickory Street","Township of Washington","$761,250","07/22/2026","$659,000","Cape Cod","","5,001","4","2","0","","No","$9,661"
"1","26019611","S","13","RES","12 Calvin Avenue","Lodi","$760,000","07/20/2026","$735,000","Cape Cod","","7,841","4","3","0","","No","$12,198"
"1","26016869","S","11","RES","243 Van Nostrand Avenue","Englewood","$755,000","07/24/2026","$649,000","Cape Cod","","6,952","3","2","0","1","No","$13,599"
"1","26018983","S","12","RES","643 Stockton Street","New Milford","$751,000","07/15/2026","$649,000","Cape Cod","","13,125","3","2","0","","No","$14,056"
"1","26019175","S","10","RES","235 Nottingham Road","Ramsey","$750,000","07/15/2026","$750,000","Split","","8,233","3","2","1","","Yes","$13,334"
"1","26016221","S","14","RES","82 Kensington Avenue","Norwood","$750,000","07/15/2026","$775,000","Colonial","","5,000","3","1","1","1","No","$8,778"
"1","26014235","S","14","RES","138 Summit Avenue","New Milford","$750,000","07/15/2026","$625,000","Cape Cod","","5,998","3","2","1","1","No","$14,904"
"1","26026998","S","85","RES","170 Glen Road","Woodcliff Lake","$749,000","07/15/2026","$850,000","Ranch","","30,374","3","2","0","","No","$13,625"
"1","26015670","S","24","RES","593 Ridgeland Terrace","Englewood","$749,000","07/24/2026","$749,000","Colonial","","5,998","3","2","0","1","No","$12,411"
"1","26017765","S","24","RES","194 Parkway","Maywood","$745,000","07/16/2026","$739,000","Colonial","","4,800","4","1","1","1","No","$12,095"
"1","26017343","S","22","RES","55 17th Avenue","Elmwood Park","$740,000","07/15/2026","$750,000","BiLvl","","5,001","4","2","0","2","No","$11,806"
"1","26017166","S","10","RES","142 Kensington Avenue","Norwood","$740,000","07/20/2026","$669,000","Colonial","","5,001","3","1","1","","No","$8,265"
"1","26017071","S","22","RES","71 Wingra Avenue","Rutherford","$740,000","07/17/2026","$648,888","Cape Cod","","5,001","4","2","0","","No","$11,795"
"1","26013227","S","30","RES","345 Grove Street","New Milford","$735,000","07/24/2026","$699,900","Cape Cod","","7,501","3","2","0","1","Yes","$12,972"
"1","26017981","S","14","RES","1 Winada Place","River Vale","$728,750","07/23/2026","$650,000","Ranch","","18,361","3","1","0","1","No","$10,923"
"1","26009954","S","18","RES","314 Canterbury Drive","Ramsey","$725,000","07/16/2026","$718,000","Colonial","","8,233","3","1","1","1","Yes","$12,362"
"1","26009720","S","12","RES","306 Highland Street","Cresskill","$725,000","07/17/2026","$675,000","Cape Cod","","6,242","3","2","0","3","No","$11,240"
"1","26005536","S","83","RES","406 Kinderkamack Road","River Edge","$720,000","07/17/2026","$775,000","BiLvl","","10,716","3","2","1","","Yes","$14,420"
"1","26016978","S","20","RES","13-29 20th Street","Fair Lawn","$717,500","07/20/2026","$599,000","Cape Cod","","5,349","3","2","0","1","No","$9,160"
"1","26017516","S","21","RES","222 Teaneck Road","Ridgefield Park","$715,000","07/15/2026","$739,000","Colonial","","5,001","4","2","1","","No","$11,689"
"1","26018532","S","6","RES","34 Rowland Avenue","Hackensack","$700,000","07/16/2026","$649,900","Cape Cod","","5,001","4","3","0","2","No","$11,812"
"1","26014954","S","40","RES","82 Seminary Street","Bergenfield","$700,000","07/22/2026","$769,000","Ranch","","9,200","3","3","0","","No","$13,297"
