"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths","Garage Spaces","Pool YN","Tax Annual Amount"
"1","26014614","S","9","RES","36 Hampshire Hill Road","Upper Saddle River","$2,775,000","07/07/2026","$2,695,000","Colonial","","37,462","6","5","1","2","No","$0"
"1","26010834","S","12","RES","621 Farmdale Road","Franklin Lakes","$2,600,000","07/09/2026","$2,450,000","Colonial","","44,344","5","4","2","3","Yes","$27,701"
"1","26001772","S","129","RES","121 Engle Street","Cresskill","$2,600,000","07/14/2026","$2,799,000","Colonial","","15,322","6","5","1","3","No","$0"
"1","26014459","S","6","RES","8 Mill Glen Court","Upper Saddle River","$2,550,000","07/09/2026","$2,395,000","Colonial","","40,946","4","4","1","2","Yes","$26,897"
"1","26027273","S","247","RES","372 Shelbourne Terrace","Ridgewood","$2,495,000","07/06/2026","$2,495,000","Colonial","","14,418","5","3","0","","Yes","$29,165"
"1","26017625","S","2","RES","291 Truman Drive","Cresskill","$2,350,000","07/09/2026","$2,500,000","Contemp","","52,708","5","5","1","3","Yes","$44,769"
"1","26004018","S","26","RES","381 Lawrence Court","Wyckoff","$2,325,000","07/01/2026","$2,399,900","Colonial","","33,450","6","5","1","3","Yes","$28,921"
"1","26015778","S","38","RES","331 Wastena Terrace","Ridgewood","$2,300,000","07/13/2026","$2,495,000","Colonial","","9,496","5","3","1","2","No","$21,779"
"1","26015757","S","12","RES","191 Hillside Avenue","Englewood","$2,225,000","07/10/2026","$1,999,000","Colonial","","16,462","7","4","0","2","No","$35,622"
"1","26015898","S","18","RES","536 Illingworth Avenue","Englewood","$2,200,000","07/07/2026","$2,400,000","Colonial","","22,002","4","3","1","2","No","$33,506"
"1","26012763","S","22","RES","44 George Street","Tenafly","$2,100,000","07/02/2026","$2,150,000","Contemp","","7,349","6","4","1","2","No","$29,000"
"1","26014930","S","14","RES","381 Pinewood Drive","Wyckoff","$2,075,000","07/02/2026","$2,199,000","Colonial","","28,702","5","3","2","3","Yes","$30,820"
"1","26018353","S","11","RES","18 Mission Way","Tenafly","$2,036,000","07/08/2026","$1,850,000","Contemp","","12,051","4","2","1","2","No","$28,175"
"1","26005351","S","17","RES","22 Anton Court","Woodcliff Lake","$2,000,000","07/10/2026","$1,899,000","Colonial","","60,548","5","5","1","2","Yes","$28,746"
"1","26027252","S","63","RES","67 McIntosh Drive","Mahwah","$1,950,000","07/13/2026","$1,749,000","Colonial","","76,230","4","4","0","3","Yes","$21,372"
"1","26016787","S","12","RES","48 Hopper Farm Road","Upper Saddle River","$1,950,000","07/10/2026","$1,995,000","Colonial","","37,462","5","4","1","3","Yes","$23,180"
"1","26013289","S","6","RES","512 Spring Avenue","Ridgewood","$1,925,000","07/06/2026","$1,599,000","Colonial","","7,797","4","2","1","2","No","$24,129"
"1","26015435","S","11","RES","327 Woodside Avenue","Franklin Lakes","$1,900,000","07/10/2026","$1,750,000","Colonial","","43,560","4","3","2","3","No","$16,730"
"1","26014451","S","10","RES","81 Eastbrook Drive","River Edge","$1,900,000","07/08/2026","$1,889,000","Colonial","","27,309","5","6","1","3","Yes","$28,766"
"1","26003230","S","7","RES","1015 High Mountain Road","Franklin Lakes","$1,900,000","07/03/2026","$1,679,000","Colonial","","40,075","4","2","1","2","No","$14,806"
"1","26025955","S","93","RES","312 Engle Street","Tenafly","$1,890,000","07/08/2026","$1,895,000","Colonial","","20,647","5","4","0","2","No","$31,445"
"1","26008750","S","24","RES","87 Monroe Avenue","Cresskill","$1,880,000","07/01/2026","$1,780,000","Colonial","","0","5","4","0","2","No","$24,414"
"1","26027498","S","29","RES","47 Roberts Road","Englewood Cliffs","$1,850,000","07/14/2026","$1,850,000","Split","","12,001","3","2","1","","No","$13,618"
"1","26019496","S","7","RES","123 Liberty Street","Ridgewood","$1,850,000","07/06/2026","$1,475,000","Colonial","","10,149","5","2","1","","No","$19,469"
"1","26013973","S","5","RES","47 Van Allen Road","Glen Rock","$1,850,000","07/01/2026","$1,850,000","Colonial","","10,049","5","4","2","2","No","$28,840"
"1","26009561","S","18","RES","61 Sun Valley Road","Ramsey","$1,847,000","07/10/2026","$1,790,000","Colonial","","41,774","5","3","1","3","Yes","$33,000"
"1","26018013","S","6","RES","425 Wastena Terrace","Ridgewood","$1,830,000","07/06/2026","$1,325,000","Colonial","","10,498","3","2","3","2","Yes","$22,406"
"1","26026453","S","95","RES","284 Glenwood Avenue","Leonia","$1,760,000","07/07/2026","$1,760,000","Colonial","","6,103","4","4","1","1","No","$11,202"
"1","26025951","S","80","RES","61 Harriet Avenue","Bergenfield","$1,750,000","07/06/2026","$1,750,000","Colonial","","5,001","7","5","0","2","No","$32,349"
"1","26024677","S","86","RES","38 Taylor Drive","Closter","$1,750,000","07/01/2026","$1,750,000","Split","","14,810","4","2","1","2","No","$19,628"
"1","26019357","S","6","RES","980 Briarwoods Road","Franklin Lakes","$1,750,000","07/14/2026","$1,698,000","Colonial","","40,032","4","3","0","2","No","$19,674"
"1","26014952","S","8","RES","67 Westervelt Place","Cresskill","$1,700,000","07/13/2026","$1,599,000","Colonial","","8,551","3","3","1","2","No","$30,783"
"1","26014176","S","13","RES","43 Beverly Road","Hillsdale","$1,665,000","07/01/2026","$1,599,000","Colonial","","25,483","7","4","1","2","No","$29,863"
"1","26025961","S","50","RES","6 8th Street","Englewood Cliffs","$1,650,000","07/02/2026","$1,548,000","Contemp","","7,980","5","3","1","","No","$11,623"
"1","26017376","S","14","RES","308 Woodside Avenue","Ridgewood","$1,608,000","07/08/2026","$1,495,000","Colonial","","11,718","5","2","2","2","No","$22,976"
"1","26013272","S","8","RES","610 Monroe Street","Ridgewood","$1,585,000","07/07/2026","$1,495,000","Colonial","","14,985","4","3","1","2","No","$24,296"
"1","26016741","S","11","RES","962 Arapaho Trail","Franklin Lakes","$1,575,000","07/03/2026","$1,500,000","Colonial","","74,531","0","0","0","3","Yes","$12,419"
"1","26014791","S","38","RES","269 Engle                Street","Tenafly","$1,550,000","07/10/2026","$1,499,000","Colonial","","10,001","5","3","1","","No","$18,700"
"1","26026468","S","19","RES","39-20 Grant Street","Fair Lawn","$1,500,000","07/13/2026","$1,500,000","Split","","10,406","5","4","1","2","No","$13,590"
"1","26014558","S","17","RES","27 Highland Avenue","Demarest","$1,500,000","07/01/2026","$1,498,888","Colonial","","8,015","4","3","1","2","No","$21,509"
"1","26010507","S","12","RES","296 Birch Parkway","Wyckoff","$1,500,000","07/06/2026","$1,399,000","Colonial","","27,303","4","4","0","2","No","$19,396"
"1","26005100","S","31","RES","707 Horseshoe            Trail","Franklin Lakes","$1,500,000","07/10/2026","$1,559,000","Contemp","","41,687","5","4","1","3","No","$16,953"
"1","26011667","S","18","RES","19 Central Avenue","Demarest","$1,465,000","07/01/2026","$1,299,900","Ranch","","11,979","4","4","0","2","No","$22,789"
"1","26011847","S","16","RES","1 Collins Avenue","Closter","$1,450,000","07/01/2026","$1,499,000","Split","","","4","3","1","2","No","$21,555"
"1","25004019","S","99","RES","20 Hidden Glen Road","Upper Saddle River","$1,450,000","07/01/2026","$1,450,000","Ranch","","63,162","3","3","0","2","No","$13,715"
"1","26008508","S","45","RES","38 Madison Avenue","Demarest","$1,420,000","07/03/2026","$1,588,000","Split","","10,019","4","2","1","2","No","$19,254"
"1","26013950","S","13","RES","411 Wyckoff Avenue","Wyckoff","$1,405,000","07/06/2026","$1,295,000","Colonial","","51,876","4","2","1","2","No","$21,108"
"1","26019079","S","9","RES","454 Wastena Terrace","Ridgewood","$1,400,000","07/01/2026","$1,199,000","Colonial","","11,500","3","2","1","1","No","$18,654"
"1","26018616","S","10","RES","129 Woodland Avenue","Ramsey","$1,400,000","07/06/2026","$1,250,000","Colonial","","11,979","4","3","1","","No","$18,586"
"1","26007594","S","7","RES","80 Harrington Avenue","Closter","$1,400,000","07/06/2026","$1,275,000","Split","","13,504","4","4","1","2","No","$19,018"
"1","26013203","S","14","RES","55 Canterbury Drive","Ramsey","$1,393,750","07/06/2026","$1,369,900","Colonial","","","5","3","1","2","Yes","$28,307"
"1","26010216","S","8","RES","70 Ridge Road","Glen Rock","$1,355,500","07/01/2026","$1,169,000","Colonial","","7,436","5","3","0","1","No","$22,012"
"1","26018351","S","7","RES","51 Bedford Place","Ramsey","$1,351,000","07/14/2026","$1,190,000","Split","","13,416","4","3","1","1","No","$13,321"
"1","26016388","S","28","RES","11 Carlough Road","Upper Saddle River","$1,350,000","07/02/2026","$1,395,000","Contemp","","47,916","4","2","1","3","No","$17,713"
"1","26013808","S","10","RES","91 Forest Street","Closter","$1,338,000","07/07/2026","$1,149,000","Colonial","","5,000","3","3","1","1","No","$17,714"
"1","26013170","S","6","RES","321 Kenilworth Road","Ridgewood","$1,310,321","07/01/2026","$950,000","Colonial","","11,021","3","1","1","1","No","$15,973"
"1","26017941","S","22","RES","767 Orangeburgh Road","River Vale","$1,300,000","07/10/2026","$1,234,950","Colonial","","20,329","4","4","0","3","No","$27,960"
"1","26012490","S","47","RES","327 Rutland Avenue","Teaneck","$1,300,000","07/02/2026","$1,200,000","Colonial","","9,601","3","1","0","","No","$17,430"
"1","26005652","S","73","RES","1470 Palisade Terrace","Fort Lee","$1,300,000","07/03/2026","$1,399,000","Colonial","","29,000","3","2","1","","No","$11,124"
"1","26015592","S","14","RES","31 Sherwood Drive","Hillsdale","$1,285,000","07/10/2026","$1,285,000","Ranch","","15,608","3","2","1","2","Yes","$21,585"
"1","26004439","S","14","RES","605 Gladys Court","Northvale","$1,275,000","07/09/2026","$1,200,000","Split","","19,876","4","3","1","2","Yes","$17,410"
"1","26014836","S","31","RES","0-14 26th                ","Fair Lawn","$1,265,000","07/08/2026","$1,269,888","Colonial","","5,200","4","4","0","1","No","$9,600"
"1","26019645","S","11","RES","164 S Highwood Avenue","Glen Rock","$1,255,000","07/14/2026","$1,050,000","Colonial","","18,674","5","1","3","2","Yes","$26,217"
"1","26016746","S","13","RES","2-05 29th Street","Fair Lawn","$1,250,888","07/10/2026","$1,269,888","Colonial","","5,001","4","3","1","1","No","$8,900"
"1","26013550","S","58","RES","294 Spring Avenue","Ridgewood","$1,250,000","07/02/2026","$1,100,000","Colonial","","13,295","3","3","1","1","No","$17,025"
"1","26013516","S","20","RES","307 Schepis Avenue","Saddle Brook","$1,230,000","07/02/2026","$1,250,000","Colonial","","5,171","5","5","0","","No","$8,780"
"1","26019085","S","14","RES","66 Hurley Avenue","Wyckoff","$1,225,000","07/02/2026","$975,000","Split","","15,499","3","2","1","","No","$11,982"
"1","26015737","S","46","RES","1053 Anderson Avenue","Fort Lee","$1,225,000","07/10/2026","$1,279,000","Colonial","","6,251","5","3","0","","No","$13,605"
"1","26009633","S","11","RES","22 Falling Waters","Oakland","$1,215,000","07/13/2026","$1,100,000","Colonial","","10,149","6","4","1","2","Yes","$20,248"
"1","26025280","S","122","RES","90 Knickerbocker Road","Demarest","$1,200,000","07/01/2026","$1,200,000","Colonial","","","4","2","0","2","No","$15,806"
"1","26018846","S","8","RES","552 Hillcrest Road","Ridgewood","$1,190,000","07/07/2026","$929,000","Colonial","","9,365","3","1","1","2","No","$18,452"
"1","26017220","S","16","RES","83 Patrick Avenue","Emerson","$1,188,000","07/02/2026","$999,000","Colonial","","7,501","4","2","1","2","No","$20,584"
"1","26016197","S","12","RES","95 Knollton Road","Allendale","$1,160,000","07/01/2026","$995,000","Split","","19,254","4","2","0","2","No","$15,071"
"1","26012112","S","23","RES","412 Eric Lane","Northvale","$1,160,000","07/01/2026","$1,090,000","Colonial","","12,602","4","3","1","2","No","$19,010"
"1","26020918","S","21","RES","43 Overlook Court","Ramsey","$1,150,000","07/13/2026","$1,198,000","Ranch","","22,782","4","2","1","","No","$17,961"
"1","26027490","S","3","RES","65 Barrett Lane","Wyckoff","$1,135,000","07/10/2026","$1,135,000","Split","","24,999","4","2","1","","No","$13,493"
"1","26008898","S","10","RES","232 Hidden Glen Court","Franklin Lakes","$1,111,000","07/14/2026","$799,900","Ranch","","31,363","3","3","0","2","No","$8,829"
"1","26015321","S","13","RES","50 Werimus Road","Woodcliff Lake","$1,105,000","07/14/2026","$1,049,000","Colonial","","37,100","4","2","1","","No","$16,436"
"1","26025977","S","57","RES","116 Stonehurst Drive","Tenafly","$1,100,000","07/08/2026","$1,100,000","Split","","7,309","3","2","0","","No","$23,041"
"1","26012803","S","8","RES","44 Deerfield Terrace","Mahwah","$1,100,000","07/07/2026","$999,900","Colonial","","40,075","4","2","1","2","Yes","$12,328"
"1","26012989","S","34","RES","9-09 Elaine Terrace","Fair Lawn","$1,080,000","07/09/2026","$1,099,000","BiLvl","","7,575","4","3","0","1","No","$17,108"
"1","26008269","S","31","RES","41-92 Rys Terrace","Fair Lawn","$1,050,000","07/02/2026","$999,000","Colonial","","7,501","4","2","2","2","Yes","$20,410"
"1","26011812","S","19","RES","249 Ottawa Avenue","Hasbrouck Heights","$999,999","07/09/2026","$949,000","Colonial","","5,001","4","3","1","1","No","$17,855"
"1","26008441","S","19","RES","177 Magnolia Avenue","Cresskill","$999,999","07/01/2026","$999,000","Colonial","","7,000","4","3","0","2","No","$13,822"
"1","26017988","S","17","RES","104 Carmita Avenue","Rutherford","$999,950","07/01/2026","$950,000","Colonial","","10,655","6","3","2","2","No","$17,712"
"1","26015841","S","11","RES","787 Winding Way","River Vale","$999,888","07/01/2026","$928,777","Split","","18,875","4","2","1","2","No","$14,985"
"1","26007576","S","13","RES","164 Leach Avenue","Park Ridge","$999,750","07/01/2026","$899,000","Split","","13,530","3","3","0","2","No","$16,431"
"1","26025935","S","113","RES","107 Windsor Road","Tenafly","$999,000","07/03/2026","$999,000","Colonial","","8,851","3","2","1","","No","$17,136"
"1","26016057","S","17","RES","915 Glen                 Avenue","Township of Washington","$980,000","07/01/2026","$985,000","Ranch","","26,602","6","3","1","2","Yes","$15,778"
"1","26015052","S","6","RES","203 Lawrence Drive","Paramus","$975,000","07/06/2026","$925,000","Cape Cod","","12,731","3","2","0","","Yes","$10,822"
"1","26020389","S","14","RES","616 Bogert Road","River Edge","$970,000","07/14/2026","$899,000","Split","","7,301","4","1","1","1","No","$14,145"
"1","26015868","S","22","RES","63 Alcott Road","Mahwah","$952,500","07/10/2026","$879,900","Colonial","","21,876","4","3","0","2","No","$12,100"
"1","26003470","S","10","RES","379 Wildrose Avenue","Bergenfield","$951,000","07/01/2026","$899,000","Split","","5,998","3","3","0","","No","$12,783"
"1","26014206","S","14","RES","276 Concord Drive","River Edge","$950,000","07/09/2026","$979,000","Colonial","","5,823","4","2","1","1","No","$15,174"
"1","26013584","S","12","RES","986 Wildwood Road","Oradell","$936,000","07/02/2026","$919,000","Split","","10,799","3","2","1","2","No","$19,748"
"1","26015943","S","10","RES","480 Upper Boulevard","Ridgewood","$935,000","07/01/2026","$849,000","Ranch","","11,979","3","1","0","","No","$12,869"
"1","26011046","S","14","RES","97 Columbus Avenue","Closter","$935,000","07/01/2026","$799,000","Colonial","","18,295","3","2","1","","No","$14,976"
"1","26013167","S","8","RES","82 Arnot Place","Paramus","$925,000","07/08/2026","$849,900","Split","","11,795","3","1","1","2","No","$11,160"
"1","26012573","S","19","RES","1172 Margaret Street","Teaneck","$925,000","07/01/2026","$899,000","Colonial","","7,501","4","3","0","2","No","$12,037"
"1","26011305","S","11","RES","576 Thurnau Drive","River Vale","$925,000","07/09/2026","$899,000","Split","","15,751","3","3","1","0","No","$16,478"
"1","26020210","S","8","RES","11 Henry Avenue","Park Ridge","$921,000","07/09/2026","$799,000","Split","","17,289","3","2","0","2","No","$14,055"
"1","26016089","S","30","RES","41-03 Ackerman Drive","Fair Lawn","$920,000","07/14/2026","$899,000","BiLvl","","9,095","4","3","0","2","No","$17,767"
"1","26012859","S","30","RES","440 Bogert Road","River Edge","$915,000","07/08/2026","$879,000","Colonial","","10,716","4","2","0","","No","$15,503"
"1","26010819","S","19","RES","20 Wilcox Street","Dumont","$910,000","07/01/2026","$849,998","Colonial","","6,482","4","3","0","2","Yes","$14,417"
"1","25029825","S","9","RES","180 Terrace Avenue","Lodi","$905,000","07/10/2026","$899,000","Colonial","","5,001","4","2","1","1","No","$17,512"
"1","26012952","S","19","RES","970 Soldier Hill Road","Emerson","$901,000","07/01/2026","$859,000","Contemp","","20,721","3","2","2","2","No","$16,802"
"1","26009259","S","23","RES","0-04 Pine                ","Fair Lawn","$900,000","07/07/2026","$849,000","Split","","","4","2","0","1","No","$12,982"
"1","26017559","S","10","RES","9 Ryerson Avenue","Oakland","$886,000","07/01/2026","$779,000","Ranch","","24,089","3","2","1","2","Yes","$13,547"
"1","26019348","S","6","RES","35 Lindley Avenue","Tenafly","$885,000","07/09/2026","$849,900","Colonial","","5,998","3","2","1","0","No","$13,346"
"1","26014734","S","17","RES","10 Lewis Road","Montvale","$880,000","07/10/2026","$774,000","Split","","10,999","3","1","1","2","No","$10,808"
"1","26011884","S","21","RES","18 Dogwood              Court","Westwood","$875,000","07/10/2026","$769,500","Split","","7,723","3","2","1","1","No","$12,483"
"1","26013556","S","9","RES","4 Maple Avenue","Waldwick","$870,000","07/01/2026","$869,999","Duplex","","","3","3","1","2","No","$16,122"
"1","26001465","S","80","RES","23-26 Berkshire Road","Fair Lawn","$859,000","07/01/2026","$874,900","Colonial","","5,001","4","2","1","1","No","$10,690"
"1","26014568","S","6","RES","1005 Carnation Drive","New Milford","$852,000","07/09/2026","$749,900","Cape Cod","","6,782","3","3","0","1","No","$12,706"
"1","26017749","S","19","RES","153 Howard Avenue","Rochelle Park","$850,000","07/08/2026","$850,000","Colonial","","4,770","4","3","0","1","No","$13,000"
"1","26014676","S","20","RES","306 Concord Drive","Maywood","$850,000","07/02/2026","$779,000","Colonial","","6,451","3","2","0","0","No","$13,781"
"1","26012279","S","3","RES","193 Homestead Road","Paramus","$850,000","07/08/2026","$699,000","Ranch","","9,913","3","1","1","1","No","$8,865"
"1","26007312","S","8","RES","454 Northern Parkway","Ridgewood","$850,000","07/02/2026","$699,000","Colonial","","5,009","2","1","1","","No","$11,658"
"1","26009148","S","22","RES","321 John Ochs Drive","Saddle Brook","$849,000","07/08/2026","$869,000","Colonial","","6,695","3","2","1","","No","$13,156"
"1","26017322","S","20","RES","50 Seminole Avenue","Oakland","$845,000","07/10/2026","$825,000","Ranch","","16,509","4","2","0","","No","$16,236"
"1","26012809","S","13","RES","30 Brookfield Road","Dumont","$845,000","07/13/2026","$789,000","Split","","7,601","3","3","0","1","No","$14,106"
"1","26018400","S","24","RES","455 Hoffman Avenue","New Milford","$830,000","07/09/2026","$790,000","Cape Cod","","7,501","4","2","1","1","No","$13,030"
"1","26008128","S","22","RES","39 Voorhees Street","Teaneck","$820,000","07/09/2026","$799,000","Colonial","","3,999","3","3","1","1","No","$11,925"
"1","26015132","S","9","RES","14 Elmwood Terrace","Elmwood Park","$815,000","07/01/2026","$799,000","Colonial","","12,502","3","3","0","","Yes","$17,499"
"1","26017593","S","11","RES","440 Kinderkamack Road","River Edge","$810,000","07/07/2026","$785,000","Colonial","","12,358","3","2","1","0","No","$14,285"
"1","26016074","S","9","RES","120 Larch Avenue","Dumont","$810,000","07/03/2026","$749,900","Split","","8,059","3","2","0","","No","$14,632"
"1","26016916","S","28","RES","8 Pershing Street","Emerson","$809,000","07/14/2026","$799,000","Split","","7,501","4","2","1","2","No","$15,625"
"1","26012248","S","48","RES","217 Grayson Place","Teaneck","$805,000","07/13/2026","$799,000","Colonial","","7,501","4","2","1","1","No","$15,460"
"1","25034716","S","20","RES","224 Cleveland            Avenue","Hasbrouck Heights","$805,000","07/02/2026","$799,000","Colonial","","6,251","4","2","1","1","No","$15,813"
"1","26027244","S","51","RES","63 Nichols Drive","Paramus","$800,000","07/10/2026","$800,000","Split","","9,374","3","1","1","1","No","$10,427"
"1","26019883","S","6","RES","354 Demarest Avenue","Oradell","$800,000","07/06/2026","$799,000","Colonial","","5,214","3","2","0","0","No","$13,781"
"1","26013918","S","25","RES","4 Lorelei Terrace","Lodi","$800,000","07/14/2026","$799,900","Cape Cod","","5,227","5","2","0","0","No","$12,765"
"1","26013296","S","26","RES","9 Hemlock Drive","Paramus","$799,000","07/02/2026","$789,000","Split","","9,484","4","2","1","2","No","$12,657"
"1","26009924","S","40","RES","406 Lincoln Avenue","Rutherford","$795,000","07/07/2026","$795,000","Colonial","","5,558","3","2","0","2","No","$13,993"
"1","26009861","S","52","RES","569 Monroe Place","Ridgefield","$795,000","07/14/2026","$799,000","Colonial","","2,879","3","2","1","1","No","$9,383"
"1","26015254","S","16","RES","61 Hawthorne Terrace","Leonia","$790,000","07/08/2026","$769,000","Colonial","","5,502","3","2","0","","No","$14,129"
"1","26018342","S","9","RES","59 Erie                 Avenue","Midland Park","$788,888","07/10/2026","$788,888","Colonial","","7,500","3","2","0","1","No","$10,384"
"1","26009354","S","13","RES","54 Harrison Street","Dumont","$787,000","07/02/2026","$729,000","Split","","7,048","3","2","0","1","No","$12,456"
"1","26021935","S","12","RES","47 W Saddle River Road","Waldwick","$785,000","07/14/2026","$699,900","Colonial","","7,327","4","2","0","","No","$12,858"
"1","26009847","S","28","RES","308 Windsor Road","Englewood","$781,000","07/01/2026","$769,000","Colonial","","5,001","3","1","2","2","No","$9,039"
"1","26020309","S","10","RES","649 Taco Avenue","Westwood","$775,000","07/14/2026","$698,000","Cape Cod","","7,645","3","2","0","1","No","$11,112"
"1","26019362","S","44","RES","716 Colonial Road","Franklin Lakes","$775,000","07/14/2026","$749,000","Colonial","","17,424","3","2","1","0","No","$8,524"
"1","26013115","S","27","RES","35 E Ridgewood            Avenue","Paramus","$775,000","07/10/2026","$799,000","Ranch","","9,374","3","3","0","1","No","$11,409"
"1","26012316","S","24","RES","90 Arnot Place","Paramus","$775,000","07/06/2026","$775,000","Split","","9,962","3","1","1","","No","$9,884"
"1","26011536","S","6","RES","331 Lacey Drive","New Milford","$775,000","07/14/2026","$669,000","Ranch","","8,625","3","2","0","1","Yes","$14,411"
"1","25043769","S","62","RES","119 Overpeck Avenue","Ridgefield Park","$775,000","07/01/2026","$785,000","Colonial","","5,367","6","2","1","1","No","$15,301"
"1","26008636","S","16","RES","8-10 Hopper Avenue","Fair Lawn","$770,000","07/08/2026","$725,000","Cape Cod","","5,001","3","1","1","","No","$11,576"
"1","26008578","S","15","RES","512 Van Bussum Avenue","Garfield","$770,000","07/01/2026","$950,000","Colonial","","7,820","4","3","1","4","No","$16,018"
"1","26016132","S","10","RES","237 North Avenue","Wood Ridge","$769,000","07/14/2026","$769,000","Cape Cod","","5,249","4","2","0","1","No","$12,160"
"1","26014377","S","12","RES","30 Lincoln Place","Waldwick","$767,000","07/10/2026","$687,500","Colonial","","6,251","4","2","0","1","No","$12,221"
"1","26010201","S","48","RES","249 Madison Avenue","Cresskill","$765,000","07/01/2026","$795,000","Split","","12,001","3","2","1","1","Yes","$15,016"
"1","26017805","S","11","RES","900 Hillsdale Avenue","Hillsdale","$755,000","07/02/2026","$695,000","Ranch","","17,032","3","2","0","4","No","$13,540"
"1","26016480","S","8","RES","264 Fern Street","Township of Washington","$750,000","07/14/2026","$689,000","Cape Cod","","12,502","4","2","0","0","No","$10,690"
"1","26014746","S","17","RES","33 Parkway","Maywood","$750,000","07/08/2026","$779,000","Colonial","","5,001","3","2","0","1","No","$11,720"
"1","26015744","S","11","RES","99 Oneida Avenue","Dumont","$730,000","07/01/2026","$625,000","Cape Cod","","7,501","3","2","1","1","Yes","$12,336"
"1","26018689","S","12","RES","25-14 Berdan Avenue","Fair Lawn","$726,000","07/13/2026","$599,000","Ranch","","3,698","3","2","0","0","No","$10,273"
"1","26012412","S","7","RES","87 W Forest Avenue","Teaneck","$726,000","07/03/2026","$659,000","Colonial","","6,900","3","2","1","2","No","$10,623"
"1","26015352","S","9","RES","1150 Roosevelt Avenue","New Milford","$725,000","07/06/2026","$699,000","Split","","8,023","3","1","1","1","No","$12,087"
"1","26013235","S","23","RES","446 Maple Hill Drive","Hackensack","$725,000","07/10/2026","$628,000","Cape Cod","","10,062","4","2","1","","No","$13,147"
"1","26012108","S","33","RES","294 Sylvan Street","Rutherford","$725,000","07/02/2026","$724,900","Colonial","","4,265","3","2","0","1","No","$14,432"
"1","26009507","S","11","RES","383 Congress Street","New Milford","$725,000","07/02/2026","$725,000","Cape Cod","","7,723","4","2","0","1","No","$12,678"
"1","26015273","S","21","RES","5-10 Dorothy Street","Fair Lawn","$715,000","07/13/2026","$750,000","Split","","8,002","3","2","1","3","No","$12,938"
"1","26018125","S","12","RES","6 Pershing Court","Ridgefield Park","$712,000","07/10/2026","$679,900","Colonial","","5,358","3","1","1","1","No","$14,000"
"1","26017138","S","17","RES","287 Jackson Avenue","Rutherford","$710,000","07/01/2026","$715,000","Cape Cod","","6,251","4","2","0","1","No","$12,685"
"1","26008185","S","4","RES","110 Cane Street","Bogota","$710,000","07/06/2026","$715,000","Colonial","","5,001","4","2","0","2","No","$11,247"
"1","26017800","S","7","RES","252 Wierimus             Road","Hillsdale","$708,950","07/14/2026","$708,950","Split","","18,295","3","2","1","2","No","$12,717"
"1","26026724","S","45","RES","25 Dean Street","Harrington Park","$700,000","07/06/2026","$825,000","Cape Cod","","12,502","4","2","0","1","No","$14,814"
"1","26015987","S","12","RES","830 Collingwood Avenue","Maywood","$700,000","07/06/2026","$626,000","Colonial","","7,362","3","1","1","1","No","$10,198"
"1","26015013","S","22","RES","5-33 5th Street","Fair Lawn","$700,000","07/01/2026","$595,000","Colonial","","4,600","3","2","","2","No","$9,976"
