"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","25039934","S","14","RES","10 Berkery Place","Alpine","$4,998,000","02/19/2026","$4,998,000","Colonial","","62,291","6","6","2"
"1","25041836","S","53","RES","12 Irene                Court","Demarest","$4,375,000","02/24/2026","$4,600,000","Colonial","","24,002","6","6","2"
"1","25039317","S","24","RES","600 Colonial Road","River Vale","$3,400,000","02/20/2026","$3,499,995","Colonial","","40,323","6","5","3"
"1","25026871","S","145","RES","43 Oak                  Avenue","Tenafly","$3,150,000","02/18/2026","$3,490,000","Colonial","","","6","6","0"
"1","25029864","S","34","RES","14 Roberts Road","Englewood Cliffs","$3,100,000","02/20/2026","$3,200,000","Colonial","","17,861","6","6","3"
"1","25027221","S","153","RES","30 Woodmere Road","Upper Saddle River","$2,850,000","02/18/2026","$2,850,000","Contemp","","38,181","6","7","1"
"1","25027790","S","17","RES","1 Deepwood Lane","Montvale","$2,695,000","02/20/2026","$2,695,000","Colonial","","25,463","6","5","1"
"1","25036408","S","18","RES","109 Stonehurst Drive","Tenafly","$2,499,300","02/27/2026","$2,500,000","Colonial","","21,462","5","4","1"
"1","25040565","S","13","RES","269 Bellair Road","Ridgewood","$2,475,000","02/26/2026","$2,450,000","Colonial","","23,566","7","4","1"
"1","25043176","S","13","RES","17 Jefferson Avenue","Cresskill","$2,300,000","02/27/2026","$2,398,000","Colonial","","31,250","5","6","1"
"1","25038650","S","21","RES","395 Highview Road","Englewood","$2,300,000","02/26/2026","$2,400,000","Colonial","","60,550","5","4","0"
"1","25018843","S","199","RES","193 S Franklin Turnpike","Ramsey","$2,300,000","02/26/2026","$2,398,000","Colonial","","26,005","6","4","1"
"1","25011931","S","231","RES","325 Fern Dell Street","Upper Saddle River","$1,895,000","02/27/2026","$1,995,000","Colonial","","72,745","4","4","1"
"1","25039834","S","58","RES","302 W Clinton Avenue","Tenafly","$1,710,000","02/25/2026","$1,780,000","Colonial","","10,010","6","6","1"
"1","25036308","S","29","RES","712 6th Avenue","River Edge","$1,710,000","02/18/2026","$1,699,999","Colonial","","11,252","5","5","2"
"1","25040587","S","12","RES","532 Franklin Avenue","Wyckoff","$1,575,000","02/26/2026","$1,550,000","Colonial","","39,043","4","3","0"
"1","25032072","S","72","RES","16 Columbine Road","Paramus","$1,560,000","02/19/2026","$1,599,999","Colonial","","13,455","5","5","1"
"1","25038372","S","20","RES","677 Alexander Court","River Vale","$1,550,000","02/27/2026","$1,500,000","Colonial","","21,039","5","4","2"
"1","25028749","S","97","RES","214 Zabriskie Place","River Edge","$1,520,000","02/26/2026","$1,570,000","Contemp","","8,280","6","5","2"
