"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","25041392","S","60","CCT","20 W Palisades            Boulevard Unit#D","Palisades Park","$950,000","02/27/2026","$949,000","Condo","2,750","","3","3","1"
"1","25036226","S","97","CCT","100 Old Palisade Road Unit#4106","Fort Lee","$920,000","02/27/2026","$950,000","Condo","1,849","","3","3","1"
"1","25035731","S","107","CCT","1512 Palisade Avenue Unit#12G","Fort Lee","$918,000","02/04/2026","$939,000","Condo","1,638","","2","2","1"
"1","25041436","S","14","CCT","205 Four Seasons Lane","Woodcliff Lake","$901,000","02/10/2026","$879,000","Condo","1,957","","2","2","0"
"1","25034785","S","15","CCT","93 Frost Lane","Mahwah","$897,500","02/04/2026","$850,000","TWNHS","2,364","","3","2","1"
"1","25041780","S","50","CCT","102 Aspen Court Unit#T002","Norwood","$875,000","02/24/2026","$899,000","TWNHS","","","4","3","1"
"1","25040695","S","42","CCT","105 Ramsey               Terrace Unit#105","Fair Lawn","$875,000","02/17/2026","$900,000","TWNHS","2,025","","4","3","1"
"1","25040696","S","16","CCT","501 Elm Court Unit#T089","Norwood","$850,000","02/06/2026","$849,999","TWNHS","2,534","","3","3","1"
"1","26001572","S","19","CCT","103 Gelnaw Lane","Montvale","$840,000","02/19/2026","$799,000","TWNHS","","","2","3","1"
"1","25041056","S","50","CCT","3 Somerset Lane Unit#518","Edgewater","$802,500","02/13/2026","$825,000","Condo","998","","1","2","0"
"1","25037578","S","17","CCT","59 White Beeches Drive Unit#59C","Township of Washington","$800,000","02/27/2026","$675,000","TWNHS","1,720","","2","2","1"
"1","25040349","S","12","CCT","2 Kathleen Court Unit#C002","Ridgefield","$788,888","02/09/2026","$788,888","TWNHS","2,052","","3","3","1"
"1","25041208","S","36","CCT","302 Smith                Court","Edgewater","$775,000","02/27/2026","$789,000","Condo","1,646","","2","2","0"
"1","25043017","S","15","CCT","465B Cliff Street Unit#B","Fairview","$740,000","02/27/2026","$759,000","TWNHS","","","3","3","1"
"1","26001419","S","15","CCT","41 Foxwood Square","Old Tappan","$725,000","02/27/2026","$715,000","TWNHS","1,700","","3","2","1"
"1","25043708","S","11","CCT","1225 River Road Unit#2B","Edgewater","$725,000","02/10/2026","$699,000","TWNHS","1,700","","2","2","0"
"1","25036337","S","46","CCT","39 Forshee Circle","Montvale","$720,000","02/20/2026","$729,000","TWNHS","2,074","","2","3","0"
"1","25040183","S","31","CCT","2 Allison Court","Allendale","$689,900","02/06/2026","$689,900","TWNHS","1,692","","2","2","1"
"1","25042734","S","13","CCT","900 Palisade Avenue Unit#5A","Fort Lee","$685,000","02/23/2026","$718,000","Condo","1,820","","2","2","1"
"1","25039097","S","25","CCT","12 Pulaski Place Unit#A","Hackensack","$667,500","02/04/2026","$639,900","TWNHS","1,616","","3","2","2"
"1","25033304","S","84","CCT","319 8th Street Unit#1","Fairview","$655,000","02/06/2026","$649,000","TWNHS","","","2","2","1"
"1","25037614","S","83","CCT","1265 15th Street Unit#15A","Fort Lee","$642,000","02/18/2026","$678,000","Condo","1,715","","2","2","0"
"1","25040461","S","54","CCT","200 Winston              Drive Unit#508","Cliffside Park","$640,000","02/23/2026","$648,000","Condo","1,805","","3","3","0"
"1","25039875","S","22","CCT","2219 Riverview Avenue Unit#219","Englewood","$630,000","02/06/2026","$650,000","Condo","1,476","","2","2","1"
"1","25041393","S","67","CCT","35 Edgewater           ","Edgewater","$625,000","02/24/2026","$630,000","TWNHS","","","3","1","1"
"1","25036383","S","15","CCT","358 French Court","Teaneck","$625,000","02/12/2026","$592,000","TWNHS","1,824","","2","2","1"
"1","25040626","S","41","CCT","109 Wesmont Drive Unit#1913","Wood Ridge","$620,000","02/13/2026","$625,000","TWNHS","1,328","","2","3","0"
"1","25031748","S","71","CCT","1077 River Road Unit#TH9","Edgewater","$620,000","02/04/2026","$635,000","Condo","1,493","","2","2","0"
"1","25037643","S","98","CCT","200 Old Palisade Road Unit#25D","Fort Lee","$615,000","02/13/2026","$628,000","Condo","1,108","","1","1","1"
"1","25034919","S","24","CCT","1273 16th Street Unit#13","Fort Lee","$613,000","02/05/2026","$570,000","TWNHS","2,031","","2","2","1"
"1","25042928","S","44","CCT","252 The Promenade        Unit#9-252","Edgewater","$610,000","02/26/2026","$624,900","Condo","1,496","","2","2","0"
"1","25024932","S","11","CCT","339 Cambridge Drive","Ramsey","$605,000","02/09/2026","$539,000","Condo","1,465","","2","3","1"
"1","25040670","S","60","CCT","630 Fairfax Drive","Ramsey","$600,000","02/19/2026","$599,000","TWNHS","1,490","","2","2","0"
"1","26000449","S","21","CCT","374 Ridgewood Avenue Unit#6","Ridgewood","$599,000","02/26/2026","$599,000","Condo","1,010","","2","2","0"
"1","25027621","S","37","CCT","22 Sylvan Street Unit#3B","Rutherford","$575,000","02/25/2026","$549,000","Condo","1,130","","2","2","0"
"1","25043456","S","26","CCT","4231 Hilltop Road","Mahwah","$565,000","02/10/2026","$549,900","Condo","1,268","","2","2","0"
"1","25032359","S","116","CCT","100 Old Palisade         Road Unit#3509","Fort Lee","$560,000","02/10/2026","$589,000","Condo","983","","1","1","1"
"1","25029534","S","106","CCT","300 Gorge Road Unit#37","Cliffside Park","$558,000","02/20/2026","$558,000","Condo","1,849","","2","2","0"
"1","25040693","S","55","CCT","28 Garden Place Unit#151","Edgewater","$535,000","02/20/2026","$549,900","Condo","1,230","","2","2","0"
"1","25025647","S","20","CCT","492 Jersey               Avenue Unit#C","Fairview","$530,000","02/06/2026","$530,000","Condo","1,336","","3","2","0"
"1","25022678","S","133","CCT","300 Winston Drive Unit#103","Cliffside Park","$530,000","02/04/2026","$535,000","Condo","1,509","","2","2","0"
"1","25035571","S","84","CCT","1006 Thoreau Court Unit#Bldg 10","Mahwah","$500,000","02/24/2026","$515,000","Condo","1,246","","2","2","0"
"1","26000935","S","22","CCT","209 Union Street Unit#4","Lodi","$495,000","02/20/2026","$479,900","TWNHS","1,088","","2","1","1"
"1","25042135","S","20","CCT","200 Grand Cove Way Unit#5N","Edgewater","$493,000","02/18/2026","$465,000","Condo","1,010","","1","1","1"
"1","25032818","S","124","CCT","900 Palisade Avenue Unit#4J","Fort Lee","$490,000","02/05/2026","$519,000","Condo","1,210","","1","1","1"
"1","25041203","S","36","CCT","1 Orient Way Unit#204","Rutherford","$485,000","02/18/2026","$499,000","Condo","1,009","","1","1","0"
"1","25041103","S","6","CCT","245 Prospect Avenue Unit#3D","Hackensack","$480,000","02/20/2026","$480,000","Condo","1,662","","2","2","0"
"1","25043678","S","28","CCT","390 Gorge                Road Unit#402","Cliffside Park","$460,000","02/13/2026","$450,000","Condo","","","2","2","0"
"1","25042789","S","26","CCT","200 Winston              Drive Unit#1711","Cliffside Park","$460,000","02/02/2026","$450,000","Condo","962","","1","1","0"
"1","25038048","S","48","CCT","2210 Hilltop Road","Mahwah","$460,000","02/02/2026","$439,900","Condo","1,148","","2","2","0"
"1","25035443","S","39","CCT","250 Gorge Road Unit#16D","Cliffside Park","$450,000","02/27/2026","$499,000","Co-op","2,000","","3","2","0"
"1","25030509","S","55","CCT","307 Prospect Avenue Unit#9A","Hackensack","$445,000","02/13/2026","$449,900","Condo","1,226","","2","2","0"
"1","25026583","S","154","CCT","275 State                Street Unit#5B","Hackensack","$445,000","02/27/2026","$426,000","Condo","1,198","","2","2","0"
"1","25042929","S","45","CCT","1315 Anderson Avenue Unit#24","Fort Lee","$440,000","02/27/2026","$400,000","Condo","941","","2","2","0"
"1","25042262","S","41","CCT","301 Beech                Unit#12E","Hackensack","$440,000","02/27/2026","$400,000","Condo","","","2","2","0"
"1","25035458","S","90","CCT","2000 Linwood Avenue Unit#16T","Fort Lee","$440,000","02/11/2026","$449,999","Condo","1,090","","2","2","0"
"1","25043590","S","24","CCT","611 Lilac Lane","Mahwah","$434,995","02/13/2026","$429,995","Condo","1,010","","2","2","0"
"1","25037327","S","60","CCT","620C Grand               ","Leonia","$429,000","02/06/2026","$429,000","Condo","","","2","1","0"
"1","25028689","S","98","CCT","118 Bergen Boulevard Unit#3A","Palisades Park","$425,000","02/06/2026","$429,000","Condo","968","","2","1","1"
"1","25040301","S","20","CCT","100 Old Palisade Road Unit#2312","Fort Lee","$420,000","02/27/2026","$429,000","Condo","890","","1","1","0"
"1","25033840","S","60","CCT","1103 Hilltop Road","Mahwah","$415,000","02/10/2026","$419,000","Condo","840","","1","1","0"
"1","25041071","S","57","CCT","1360 Oxford Street","Mahwah","$412,000","02/12/2026","$440,000","Condo","1,033","","2","1","0"
"1","25038455","S","60","CCT","160 Overlook Avenue Unit#17C","Hackensack","$400,000","02/25/2026","$399,000","Condo","1,464","","2","2","0"
"1","25043979","S","16","CCT","2000 Linwood Avenue Unit#18B","Fort Lee","$395,000","02/27/2026","$399,999","Condo","848","","1","1","0"
"1","25036097","S","84","CCT","2320 Linwood              Avenue Unit#4B","Fort Lee","$390,000","02/25/2026","$399,000","Condo","","","2","1","0"
"1","25035748","S","62","CCT","300 Winston              Unit#2306","Cliffside Park","$375,000","02/13/2026","$399,000","Condo","","","1","1","0"
"1","25044150","S","16","CCT","1612 Faulkner Court","Mahwah","$370,000","02/13/2026","$359,000","Condo","838","","1","1","0"
"1","25036643","S","62","CCT","729 Broad Avenue Unit#8","Ridgefield","$370,000","02/19/2026","$370,000","Condo","885","","2","1","0"
"1","25031912","S","109","CCT","289 Valley Boulevard Unit#1D","Wood Ridge","$370,000","02/03/2026","$379,900","Condo","935","","1","1","0"
"1","25039769","S","30","CCT","160 Overlook             Unit#4-B","Hackensack","$369,900","02/19/2026","$369,900","Condo","1,405","","2","2","0"
"1","25040659","S","23","CCT","93 Presidential Drive","Englewood","$368,000","02/06/2026","$350,000","Condo","874","","2","1","0"
"1","26002308","S","11","CCT","825 Riverside            Avenue Unit#207","Lyndhurst","$365,000","02/27/2026","$350,000","Condo","","","2","1","0"
"1","25036522","S","68","CCT","2009 Hawthorne Lane","Mahwah","$357,500","02/27/2026","$369,900","Condo","924","","3","1","0"
"1","26001801","S","13","CCT","82 Hackensack Street Unit#6","Wood Ridge","$355,000","02/27/2026","$349,000","Condo","738","","2","1","0"
"1","25035901","S","100","CCT","1565 Center Avenue Unit#4E","Fort Lee","$355,000","02/09/2026","$355,000","Condo","811","","1","1","0"
"1","25024535","S","145","CCT","2000 Linwood              Avenue Unit#9N","Fort Lee","$355,000","02/27/2026","$360,000","Condo","","","1","1","0"
"1","25042984","S","33","CCT","150 Overlook Avenue Unit#6E","Hackensack","$350,000","02/17/2026","$349,000","Condo","1,280","","2","2","0"
"1","25040774","S","52","CCT","300 Winston              Drive Unit#2207","Cliffside Park","$350,000","02/22/2026","$370,000","Condo","","","1","1","0"
"1","25039685","S","21","CCT","521 Piermont Avenue Unit#428A","River Vale","$350,000","02/20/2026","$349,900","Condo","1,005","","1","1","0"
"1","25038038","S","116","CCT","3 Horizon              Road Unit#606","Fort Lee","$350,000","02/20/2026","$379,000","Co-op","","","3","2","0"
"1","25037308","S","62","CCT","1111 River Road Unit#H18","Edgewater","$350,000","02/03/2026","$369,999","Condo","907","","1","1","1"
"1","25043023","S","40","CCT","1155 Garrison Court","Mahwah","$349,000","02/20/2026","$335,000","TWNHS","714","","1","1","0"
"1","26001112","S","16","CCT","25-18 High Street Unit#A","Fair Lawn","$340,000","02/27/2026","$299,000","Condo","","","1","1","0"
"1","25026191","S","70","CCT","2150 Center               Avenue Unit#10G","Fort Lee","$337,500","02/10/2026","$350,000","Co-op","","","2","2","1"
"1","25035078","S","94","CCT","10 Orchard Street Unit#3E","Hackensack","$330,000","02/24/2026","$330,000","Condo","1,086","","2","1","1"
"1","25037933","S","83","CCT","160 Overlook Avenue Unit#7A","Hackensack","$327,000","02/26/2026","$335,000","Condo","1,464","","2","2","0"
"1","25036438","S","68","CCT","21D Lakeview            ","Leonia","$325,000","02/27/2026","$329,000","Condo","","","1","1","0"
"1","25030184","S","35","CCT","2175 N Central              Road Unit#A","Fort Lee","$325,000","02/20/2026","$319,900","Condo","","","1","1","0"
"1","26000523","S","37","CCT","218 Prospect Avenue Unit#3C","Hackensack","$320,000","02/27/2026","$330,000","Condo","","","2","1","0"
"1","25041843","S","44","CCT","160 Overlook Avenue Unit#20D","Hackensack","$320,000","02/26/2026","$329,900","Condo","937","","1","1","0"
"1","25040457","S","44","CCT","471 Crestwood Avenue Unit#49","Hackensack","$312,250","02/02/2026","$315,000","Condo","810","","2","1","0"
"1","25036636","S","8","CCT","2100 Linwood              Unit#17Y","Fort Lee","$311,000","02/03/2026","$300,000","Co-op","","","2","2","0"
"1","25036314","S","7","CCT","25-02 High                 Street Unit#F","Fair Lawn","$310,000","02/02/2026","$299,000","Condo","","","1","1","0"
"1","25038945","S","29","CCT","555 North                Avenue Unit#22-D","Fort Lee","$305,000","02/12/2026","$299,000","Co-op","975","","2","2","0"
"1","25036506","S","69","CCT","555 Gorge Road Unit#2E","Cliffside Park","$295,000","02/05/2026","$285,000","Condo","848","","1","1","0"
"1","25042571","S","27","CCT","462 A Liberty Street Unit#202","Little Ferry","$290,000","02/04/2026","$279,900","Condo","752","","1","1","0"
"1","25038991","S","85","CCT","275 Engle Street Unit#F3","Englewood","$290,000","02/11/2026","$325,000","Condo","685","","1","1","0"
"1","25039229","S","28","CCT","5 Horizon              Road Unit#311","Fort Lee","$289,000","02/26/2026","$289,000","Co-op","1,450","","2","2","0"
"1","26000358","S","10","CCT","333 Grand Avenue Unit#4E","Palisades Park","$285,000","02/13/2026","$274,900","Condo","672","","1","1","0"
"1","25037375","S","15","CCT","1530 Palisade             Avenue Unit#29M","Fort Lee","$285,000","02/04/2026","$295,000","Co-op","","","1","1","1"
"1","26000261","S","29","CCT","20 Clark Court","Rutherford","$280,000","02/25/2026","$285,000","Condo","650","","1","1","0"
"1","26001481","S","28","CCT","747 BROAD Avenue Unit#B","Ridgefield","$270,000","02/27/2026","$274,900","TWNHS","660","","1","1","0"
"1","25044131","S","8","CCT","1284 Mulberry Drive","Mahwah","$270,000","02/11/2026","$279,000","Condo","672","","1","1","0"
"1","25024968","S","83","CCT","2100 Linwood              Unit#22T","Fort Lee","$260,000","02/27/2026","$260,000","Co-op","","","2","2","0"
"1","25042991","S","20","CCT","280 Prospect Avenue Unit#1B","Hackensack","$250,000","02/20/2026","$205,000","Co-op","1,368","","2","2","0"
"1","25028932","S","100","CCT","555 North                Avenue Unit#23C","Fort Lee","$235,000","02/19/2026","$239,500","Co-op","1,088","","2","2","0"
"1","25031076","S","72","CCT","326 Bridge Plaza Unit#3E","Fort Lee","$230,000","02/03/2026","$239,000","Co-op","","","2","2","0"
"1","25030477","S","105","CCT","3021 Edwin Avenue Unit#5F","Fort Lee","$229,000","02/25/2026","$239,000","Co-op","","","1","1","0"
"1","25044257","S","12","CCT","110-114 Sussex               Unit#2F","Hackensack","$226,000","02/27/2026","$219,900","Condo","","","1","1","0"
"1","25040139","S","23","CCT","2200 Central              Road Unit#9 B","Fort Lee","$208,000","02/13/2026","$198,000","Co-op","852","","1","1","0"
"1","25034874","S","51","CCT","2185 Lemoine Avenue Unit#4E","Fort Lee","$205,000","02/25/2026","$204,900","Co-op","1,155","","1","1","1"
"1","25032000","S","95","CCT","280 Prospect             Avenue Unit#5F","Hackensack","$200,000","02/20/2026","$210,000","Co-op","1,250","","2","2","0"
"1","25040126","S","35","CCT","2100 Linwood              Avenue Unit#18N","Fort Lee","$186,000","02/05/2026","$188,000","Co-op","","","1","1","0"
"1","25036602","S","23","CCT","326 N Bridge               Plaza Unit#5D","Fort Lee","$185,000","02/12/2026","$198,000","Co-op","","","1","1","0"
