"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","25032586","S","39","2to4","211 Walton Street","Ridgewood","$1,280,000","01/21/2026","$1,200,000","2 Fam","","6,229","6","2","0"
"1","25039237","S","18","2to4","33 W Harwood              Terrace","Palisades Park","$1,239,000","01/05/2026","$1,239,000","2 Fam","","4,800","5","3","0"
"1","25038850","S","5","2to4","465 Oakdene Avenue","Cliffside Park","$1,200,000","01/21/2026","$1,199,000","3 Fam","","5,000","7","4","0"
"1","25034902","S","70","2to4","14 Redwood Street","Bergenfield","$1,150,000","01/16/2026","$1,299,000","2 Fam","","5,001","6","4","0"
"1","25034938","S","58","2to4","100 Charlton             Avenue","Lodi","$1,132,450","01/27/2026","$1,199,000","2 Fam","","8,750","4","3","1"
"1","25032451","S","65","2to4","130 Park Avenue","Englewood","$1,100,000","01/02/2026","$1,065,000","4 Fam","","4,800","10","4","0"
"1","25035785","S","14","2to4","748 Pennsylvania Avenue","Lyndhurst","$1,025,000","01/16/2026","$1,065,000","3 Fam","","6,582","8","4","1"
"1","25043799","S","5","2to4","239 Wallington Avenue","Wallington","$975,000","01/23/2026","$1,100,000","2 Fam","","5,009","7","4","1"
"1","25042278","S","11","2to4","67 Frederick Street","Little Ferry","$975,000","01/30/2026","$899,000","2 Fam","","7,200","6","3","0"
"1","25041444","S","18","2to4","39 Highview Avenue","Park Ridge","$912,000","01/30/2026","$849,000","2 Fam","","25,012","3","2","0"
"1","26001903","S","103","2to4","52 Orient Way","Rutherford","$895,000","01/12/2026","$888,000","3 Fam","","7,501","4","4","0"
"1","25033945","S","38","2to4","5 Charles Street","Lodi","$880,000","01/23/2026","$889,000","2 Fam","","5,876","6","3","0"
"1","25035667","S","8","2to4","17 Oak Street","Rochelle Park","$875,000","01/09/2026","$749,900","2 Fam","","5,301","4","3","0"
"1","25042230","S","17","2to4","203 Westervelt Place","Lodi","$870,000","01/16/2026","$849,000","2 Fam","","2,448","6","5","0"
"1","25036169","S","24","2to4","91 Halstead Avenue","Wallington","$860,000","01/26/2026","$848,800","2 Fam","","3,746","5","3","0"
"1","25027059","S","45","2to4","14 James Court","Lodi","$835,000","01/30/2026","$775,000","2 Fam","","4,356","5","2","0"
"1","25040046","S","26","2to4","457 Washington Avenue","Cliffside Park","$825,000","01/23/2026","$850,000","2 Fam","","3,698","4","3","0"
"1","25040654","S","32","2to4","429 River Drive","Elmwood Park","$810,000","01/30/2026","$778,800","2 Fam","","7,344","5","3","0"
"1","25026985","S","128","2to4","51 Dewitt Street","Garfield","$785,000","01/28/2026","$760,000","2 Fam","","4,079","6","2","0"
"1","25033027","S","11","2to4","119 Union Street","Hackensack","$780,000","01/23/2026","$725,000","3 Fam","","5,650","7","3","0"
"1","25041174","S","14","2to4","87 Palisade Avenue","Emerson","$760,000","01/09/2026","$729,000","2 Fam","","11,874","4","2","0"
"1","25039710","S","33","2to4","116 Spring Street","Lodi","$760,000","01/12/2026","$679,900","2 Fam","","3,698","4","2","0"
"1","25040570","S","49","2to4","233 Lasalle             ","Hasbrouck Heights","$759,000","01/30/2026","$759,000","2 Fam","","","3","3","0"
"1","25026691","S","54","2to4","55 Harrison Avenue","Waldwick","$755,000","01/06/2026","$745,000","2 Fam","","6,251","4","2","0"
"1","25039595","S","52","2to4","611 New York Avenue","Lyndhurst","$749,000","01/22/2026","$749,000","2 Fam","","4,748","5","2","0"
"1","25032981","S","37","2to4","352 Chestnut Avenue","South Hackensack","$732,000","01/30/2026","$680,000","2 Fam","","","4","2","0"
"1","25039871","S","4","2to4","114 Mehrhof Road","Little Ferry","$730,000","01/05/2026","$694,711","2 Fam","","","4","3","0"
"1","25036765","S","14","2to4","683 Kingsland Avenue","Lyndhurst","$720,000","01/27/2026","$719,900","2 Fam","","5,249","4","3","0"
"1","25042026","S","12","2to4","72 Ontario Street","Dumont","$685,000","01/28/2026","$599,900","2 Fam","","10,650","6","2","0"
"1","25032983","S","54","2to4","501 Victor Street","Saddle Brook","$680,000","01/30/2026","$650,000","2 Fam","","3,746","3","2","0"
"1","25033692","S","62","2to4","146 Hobart Street","Hackensack","$590,000","01/05/2026","$589,000","2 Fam","","5,001","5","2","0"
"1","26000479","S","49","2to4","68 Bogart Avenue","Garfield","$550,000","01/02/2026","$550,000","2 Fam","","3,308","3","2","0"
