"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","23021317","S","853","RES","19 Allison Road","Alpine","$6,580,000","11/10/2025","$5,995,000","Colonial","3,248","56,192","5","6","2"
"1","25013645","S","38","RES","151 N Woodland             Street","Englewood","$4,040,000","11/07/2025","$4,500,000","Colonial","","52,782","8","8","2"
"1","24021163","S","246","RES","11 Central Avenue","Demarest","$3,754,000","11/07/2025","$3,748,888","Contemp","","17,424","6","6","1"
"1","25013514","S","74","RES","308 Garfield Street","Haworth","$3,225,000","11/03/2025","$3,400,000","Colonial","","15,337","6","6","2"
"1","25020727","S","28","RES","94 Downey Drive","Tenafly","$3,200,000","11/13/2025","$3,250,000","Colonial","","12,900","6","6","0"
"1","25026255","S","56","RES","203 Leroy Street","Tenafly","$3,180,000","11/10/2025","$3,389,000","Ranch","","44,867","6","5","1"
"1","25001362","S","46","RES","1 Brams Hill Drive","Mahwah","$3,000,000","11/13/2025","$3,495,000","Colonial","","81,457","7","7","2"
"1","25039761","S","25","RES","325 Walnut Street","Englewood","$2,800,000","11/04/2025","$2,800,000","Colonial","","81,766","8","5","2"
"1","25017344","S","46","RES","5 Joseph Court","Upper Saddle River","$2,700,000","11/13/2025","$2,990,000","Colonial","","40,859","6","7","2"
"1","25030957","S","5","RES","6 Lauren Pond Court","Demarest","$2,650,000","11/07/2025","$2,598,000","Colonial","","34,347","6","5","1"
"1","25002633","S","201","RES","12 Rickland Road","Old Tappan","$2,649,000","11/10/2025","$2,689,000","Colonial","","29,481","5","5","1"
"1","25019305","S","69","RES","25 Weiss Road","Upper Saddle River","$2,580,000","11/03/2025","$2,795,000","Colonial","","45,738","5","6","1"
"1","25025812","S","43","RES","50 Claremont Road","Fort Lee","$2,525,000","11/04/2025","$2,888,000","Colonial","","","5","5","1"
"1","25025359","S","7","RES","90 Delmar Avenue","Glen Rock","$2,275,000","11/12/2025","$2,400,000","Colonial","","8,999","6","4","1"
"1","25022212","S","77","RES","11A Meadow Lane","Norwood","$2,250,000","11/14/2025","$2,400,000","Contemp","","14,026","5","7","1"
"1","25025846","S","15","RES","9 Deerfield Drive","Woodcliff Lake","$2,225,000","11/15/2025","$2,150,000","Colonial","","30,562","6","4","2"
"1","25031570","S","12","RES","284 Haven Road","Franklin Lakes","$2,100,777","11/14/2025","$1,899,000","Colonial","","39,988","5","4","1"
"1","25021637","S","66","RES","152 Highwood Avenue","Tenafly","$1,940,000","11/05/2025","$1,980,000","Colonial","","19,700","5","4","1"
"1","25024423","S","21","RES","777 E Ridgewood            Avenue","Ridgewood","$1,920,000","11/10/2025","$1,995,000","Colonial","","29,142","5","3","1"
"1","25029258","S","38","RES","247 Gorden Drive","Paramus","$1,875,000","11/14/2025","$1,850,000","Colonial","","9,274","5","6","1"
"1","25027236","S","48","RES","181 E Crescent Avenue","Mahwah","$1,850,000","11/14/2025","$1,950,000","Colonial","","47,363","6","5","2"
"1","25031623","S","18","RES","421 Hamden Court","Wyckoff","$1,797,000","11/12/2025","$1,599,000","Ranch","","36,874","4","4","1"
"1","25031219","S","5","RES","386 Brownstone Court","Wyckoff","$1,776,000","11/14/2025","$1,600,000","Colonial","","25,369","4","2","1"
"1","25040010","S","52","RES","31 Wainwright Avenue","Closter","$1,775,000","11/07/2025","$1,650,000","Colonial","","10,454","5","4","1"
"1","25028598","S","7","RES","112 Ackerman Avenue","Ramsey","$1,750,000","11/03/2025","$1,699,000","Colonial","","14,985","5","5","1"
"1","25033335","S","20","RES","31 Gloria Drive","Allendale","$1,730,000","11/14/2025","$1,749,000","Colonial","","30,884","5","5","1"
"1","25035241","S","16","RES","224 Manning Avenue","River Edge","$1,655,000","11/14/2025","$1,675,000","Colonial","","7,501","5","5","2"
"1","25035270","S","12","RES","10 N Hillside Place","Ridgewood","$1,611,000","11/14/2025","$1,500,000","Colonial","","24,481","4","3","1"
"1","25030992","S","8","RES","319 Megan Court","Wyckoff","$1,610,000","11/01/2025","$1,499,999","Colonial","","13,939","5","4","1"
"1","25031156","S","11","RES","15 Tanglewood Hollow Road","Upper Saddle River","$1,585,888","11/14/2025","$1,435,000","Colonial","","43,560","4","4","1"
"1","25040918","S","34","RES","17 Hillside Avenue","Mahwah","$1,582,500","11/12/2025","$1,450,000","Colonial","","11,552","5","4","2"
"1","25017117","S","110","RES","183 Oak Avenue","River Edge","$1,580,000","11/03/2025","$1,549,900","Colonial","","10,031","4","4","1"
"1","25035388","S","12","RES","558 Westwood Avenue","River Vale","$1,500,000","11/04/2025","$1,499,000","Colonial","","10,001","5","4","1"
"1","25023877","S","16","RES","38 Irving Avenue","Englewood Cliffs","$1,488,000","11/04/2025","$1,488,000","BiLvl","","5,001","4","3","0"
"1","25028600","S","13","RES","24 Mohawk Drive","Ramsey","$1,450,000","11/12/2025","$1,350,000","Colonial","","25,439","4","2","1"
"1","25016786","S","36","RES","14 Ranch Road","Upper Saddle River","$1,450,000","11/13/2025","$1,625,000","Colonial","","37,897","5","3","0"
"1","25032627","S","15","RES","314 Passaic Avenue","Rutherford","$1,405,000","11/05/2025","$1,449,000","Colonial","","6,900","5","4","1"
"1","25031059","S","8","RES","11 Carol Court","Glen Rock","$1,400,000","11/03/2025","$1,275,000","Colonial","","11,430","4","3","1"
"1","25027253","S","44","RES","11 Katharina Place","Township of Washington","$1,400,000","11/13/2025","$1,498,000","Colonial","","33,585","5","2","2"
"1","25023712","S","66","RES","574 Mill Run","Paramus","$1,400,000","11/14/2025","$1,550,000","Colonial","","14,375","4","3","1"
"1","25028253","S","40","RES","260 Beechwood Drive","Paramus","$1,380,000","11/07/2025","$1,399,888","Split","","9,580","4","3","1"
"1","25031809","S","13","RES","114 Griner Court","Wyckoff","$1,375,000","11/07/2025","$1,275,000","Colonial","","13,299","5","4","1"
"1","25033293","S","14","RES","442 Summit Street","Ridgewood","$1,365,000","11/07/2025","$1,100,000","Colonial","","29,534","4","2","0"
