"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","25037682","S","13","CCT","25 Garden               Place Unit#B","Edgewater","$1,850,000","03/10/2026","$1,875,000","TWNHS","","","4","3","2"
"1","25039377","S","61","CCT","809 Jassamine            Unit#809","Fort Lee","$1,635,000","03/16/2026","$1,699,000","TWNHS","","","3","4","1"
"1","26013241","S","114","CCT","288 Forester Way","Park Ridge","$1,610,000","03/26/2026","$1,599,000","TWNHS","4,781","","4","3","2"
"1","25043195","S","2","CCT","2451 E Camner               Street Unit#2451","Fort Lee","$1,569,000","03/05/2026","$1,569,000","Condo","3,750","","4","3","2"
"1","26002863","S","33","CCT","1514 11th Street","Fort Lee","$1,550,000","03/09/2026","$1,525,000","Condo","2,936","","4","3","2"
"1","25043628","S","38","CCT","432 Stillwell Avenue Unit#A","Fort Lee","$1,475,000","03/10/2026","$1,529,000","Condo","3,400","","3","2","2"
"1","25043921","S","16","CCT","746 Undercliff Avenue Unit#B","Edgewater","$1,349,000","03/05/2026","$1,349,000","TWNHS","2,355","","3","3","1"
"1","26000284","S","23","CCT","8 Augusta              Way","River Vale","$1,335,178","03/18/2026","$1,374,000","TWNHS","","","3","3","1"
"1","26002120","S","15","CCT","1602 Center Avenue Unit#B","Fort Lee","$1,280,000","03/23/2026","$1,250,000","TWNHS","2,645","","3","2","2"
"1","25042871","S","22","CCT","1545 12th Street","Fort Lee","$1,235,000","03/26/2026","$1,230,000","TWNHS","2,641","","3","2","2"
"1","25006692","S","287","CCT","2468 7th Street Unit#B","Fort Lee","$1,230,000","03/16/2026","$1,299,000","Condo","2,536","","3","2","2"
"1","25021816","S","175","CCT","900 Palisade             Avenue Unit#2104","Fort Lee","$1,200,000","03/24/2026","$1,298,000","Condo","2,630","","2","2","1"
"1","25041552","S","25","CCT","232 Grant                Avenue","Cliffside Park","$1,175,000","03/13/2026","$1,298,000","TWNHS","","","3","3","2"
"1","25040176","S","57","CCT","1500 Palisade             Avenue Unit#15F","Fort Lee","$1,175,000","03/19/2026","$1,250,000","Co-op","2,200","","2","2","1"
"1","26003212","S","4","CCT","14 Gabriel              Court Unit#14","Paramus","$1,120,000","03/30/2026","$1,120,000","TWNHS","","","3","2","2"
"1","26007575","S","56","CCT","707 Four Seasons Lane","Montvale","$1,100,000","03/05/2026","$1,050,000","Condo","2,211","","2","2","0"
"1","25028795","S","192","CCT","811 Edgewood             Lane Unit#B","Fort Lee","$1,100,000","03/13/2026","$1,190,000","TWNHS","2,810","","3","2","2"
"1","25035625","S","145","CCT","284 Knox Avenue Unit#A","Cliffside Park","$1,080,000","03/12/2026","$1,099,000","TWNHS","2,154","","3","3","1"
"1","26003536","S","6","CCT","19 Crescent Hollow Court","Ramsey","$999,999","03/27/2026","$879,999","TWNHS","2,147","","3","2","1"
"1","26001747","S","19","CCT","25 Division Street Unit#403","Cresskill","$999,990","03/10/2026","$975,000","TWNHS","","","3","2","2"
"1","26003298","S","4","CCT","119 Stonegate Trail","Cresskill","$940,000","03/26/2026","$929,000","TWNHS","2,356","","4","3","1"
"1","25038701","S","86","CCT","112 Winding Creek        Way","Old Tappan","$940,000","03/31/2026","$959,000","TWNHS","3,200","","3","3","1"
"1","26000545","S","31","CCT","227 Bradley Drive","Wood Ridge","$910,000","03/30/2026","$910,000","TWNHS","2,258","","3","2","2"
"1","25039948","S","16","CCT","136 Stonegate Trail Unit#37","Cresskill","$905,000","03/27/2026","$899,000","TWNHS","2,068","","3","3","1"
"1","26001009","S","15","CCT","474 Green Mountain Road","Mahwah","$875,000","03/30/2026","$825,000","TWNHS","1,988","","3","2","1"
"1","26001964","S","13","CCT","36 Woods Edge           Road","Old Tappan","$870,000","03/13/2026","$799,000","TWNHS","2,272","","3","3","0"
"1","26004419","S","6","CCT","4 Wesmont Drive Unit#1102","Wood Ridge","$860,000","03/26/2026","$825,700","TWNHS","2,037","","4","2","1"
"1","26000824","S","36","CCT","88 Truman Drive","Wood Ridge","$860,000","03/31/2026","$829,300","TWNHS","1,935","","3","2","2"
"1","25039546","S","45","CCT","183 Van Winkle Lane","Mahwah","$849,000","03/24/2026","$849,000","TWNHS","","","3","2","1"
"1","26000749","S","20","CCT","12 Marshall Lane","Wood Ridge","$835,000","03/02/2026","$799,000","TWNHS","1,935","","4","2","1"
"1","25042849","S","37","CCT","1077 River Road Unit#910","Edgewater","$835,000","03/05/2026","$849,999","Condo","1,715","","3","2","1"
"1","25042617","S","23","CCT","1530 Palisade             Avenue Unit#23S","Fort Lee","$835,000","03/24/2026","$849,000","Co-op","","","2","2",""
"1","26000462","S","22","CCT","33 Pamrapo Court Unit#C33W","Glen Rock","$820,000","03/13/2026","$775,000","TWNHS","2,220","","2","3","1"
"1","26002279","S","14","CCT","473 Mahogany Court Unit#473","Mahwah","$810,000","03/16/2026","$799,000","TWNHS","1,988","","3","2","1"
"1","25042194","S","12","CCT","6 Old Quarry Road Unit#4","Englewood","$800,000","03/02/2026","$905,000","Condo","2,728","","3","3","1"
"1","25043384","S","40","CCT","58 Pheasant Run Unit#12","Old Tappan","$799,000","03/16/2026","$799,000","Condo","1,200","","3","3","0"
"1","25039282","S","40","CCT","444B Bromley              Place Unit#B","Wyckoff","$780,000","03/17/2026","$779,000","TWNHS","","","2","2","1"
"1","26001155","S","5","CCT","30 Arnold Drive","Wood Ridge","$775,000","03/09/2026","$749,700","TWNHS","1,654","","3","2","1"
"1","26003245","S","12","CCT","100 Carlyle              Drive Unit#6M-N","Cliffside Park","$750,000","03/31/2026","$749,000","Condo","","","2","2","1"
"1","26002022","S","13","CCT","12 Sandburg Court","Mahwah","$750,000","03/17/2026","$739,000","TWNHS","1,855","","2","2","1"
"1","25033884","S","125","CCT","200 Old Palisade         Road Unit#23G","Fort Lee","$745,000","03/23/2026","$875,000","Condo","1,950","","3","2","1"
"1","26000982","S","26","CCT","230B Washington Avenue Unit#230B","Fort Lee","$730,000","03/20/2026","$689,000","TWNHS","1,616","","2","2","1"
"1","25031889","S","77","CCT","800 12th Street Unit#1019","Palisades Park","$730,000","03/31/2026","$739,000","Condo","1,621","","2","2","1"
"1","25042441","S","41","CCT","130 Panorama Drive","Edgewater","$720,200","03/20/2026","$745,500","Condo","1,428","","2","2","1"
"1","25041146","S","70","CCT","43 Wesmont Drive Unit#1712","Wood Ridge","$713,000","03/06/2026","$699,900","TWNHS","1,771","","2","2","1"
"1","26002888","S","22","CCT","101 State Rt 5 Unit#204","Edgewater","$710,000","03/30/2026","$724,999","Condo","1,508","","2","1","1"
"1","26002896","S","26","CCT","80 Ridgewood Road Unit#106","Township of Washington","$660,000","03/19/2026","$605,000","Condo","1,315","","2","2","0"
"1","26002401","S","11","CCT","2301 Rio Vista            Drive","Mahwah","$650,000","03/26/2026","$639,900","Condo","1,197","","2","2","0"
"1","26001770","S","13","CCT","24 Meadowview Court","Leonia","$639,000","03/16/2026","$639,000","TWNHS","1,248","","2","2","1"
"1","25043846","S","53","CCT","1410 Westgate Drive Unit#8219","Fort Lee","$625,000","03/05/2026","$625,000","Condo","1,256","","2","1","1"
"1","25042084","S","17","CCT","1499 Cornwall Road","Mahwah","$622,300","03/16/2026","$599,900","TWNHS","","","3","2","1"
"1","25043547","S","20","CCT","93 Prospect Street Unit#6","Garfield","$620,000","03/13/2026","$595,000","TWNHS","","","3","2","1"
"1","26001506","S","16","CCT","476 Lee Court Unit#476","Fort Lee","$610,000","03/27/2026","$500,000","Condo","1,256","","2","1","1"
"1","25041153","S","61","CCT","73 Wesmont Drive Unit#1811","Wood Ridge","$610,000","03/16/2026","$589,900","TWNHS","1,073","","2","2","0"
"1","26004412","S","19","CCT","200 Old Palisade Road Unit#18D","Fort Lee","$600,000","03/27/2026","$658,888","Condo","1,108","","1","1","1"
"1","25039008","S","37","CCT","1600 Parker               Avenue Unit#5H","Fort Lee","$600,000","03/09/2026","$525,000","Co-op","","","2","2","0"
"1","26000109","S","19","CCT","300 Gorge Road Unit#38","Cliffside Park","$595,000","03/06/2026","$600,000","Condo","2,345","","4","2","1"
"1","26000319","S","10","CCT","1034 Castle Road","Mahwah","$590,000","03/04/2026","$575,000","Condo","1,698","","3","2","0"
"1","25038590","S","52","CCT","121 Surrey Court","Ramsey","$590,000","03/24/2026","$599,900","Condo","1,340","","2","3","0"
"1","25042568","S","90","CCT","2201 City Place","Edgewater","$580,000","03/31/2026","$599,900","Condo","1,465","","2","2","0"
"1","25041732","S","68","CCT","93 Prospect Street Unit#4","Garfield","$580,000","03/18/2026","$599,000","TWNHS","1,770","","3","2","1"
"1","25022986","S","136","CCT","308 Smith                Court","Edgewater","$578,000","03/16/2026","$598,000","Condo","1,068","","1","1","0"
"1","26003186","S","4","CCT","101 State Rt 5 Unit#206","Edgewater","$572,500","03/16/2026","$585,000","Condo","1,169","","2","1","1"
"1","25041570","S","59","CCT","100 Crown Court Unit#482","Edgewater","$572,000","03/25/2026","$579,900","Condo","1,026","","2","2","0"
"1","26002769","S","30","CCT","200 Old Palisade Road Unit#19J","Fort Lee","$570,000","03/27/2026","$565,000","Condo","1,178","","1","1","1"
"1","25044215","S","18","CCT","37-1 Tamaron Drive","Waldwick","$560,000","03/25/2026","$530,000","TWNHS","","","2","2","0"
"1","25038329","S","102","CCT","200 Winston Drive Unit#716","Cliffside Park","$556,000","03/17/2026","$599,000","Condo","1,524","","2","2","0"
"1","26006953","S","3","CCT","300 Winston Drive Unit#C1008","Cliffside Park","$550,000","03/30/2026","$549,000","Condo","1,533","","2","2","0"
"1","25014972","S","19","CCT","16-3 Tamaron Drive","Waldwick","$549,900","03/05/2026","$549,900","TWNHS","1,162","","2","2","0"
"1","26000903","S","7","CCT","560 Holly Court","Mahwah","$510,000","03/12/2026","$479,000","Condo","1,010","","2","2","0"
"1","26004396","S","15","CCT","79 Konight Court Unit#79","Mahwah","$505,000","03/24/2026","$465,000","Condo","884","","2","1","0"
"1","25038207","S","88","CCT","1553 John Street Unit#5","Fort Lee","$500,000","03/03/2026","$520,000","Condo","1,248","","2","2","0"
"1","25038186","S","79","CCT","300 Winston Drive Unit#C1601","Cliffside Park","$495,000","03/13/2026","$499,000","Condo","1,211","","2","2","0"
"1","25039806","S","29","CCT","109 Hawthorne Avenue Unit#109 C","Park Ridge","$490,000","03/26/2026","$495,000","Condo","1,320","","2","2","0"
"1","26002638","S","22","CCT","300 Winston              Drive Unit#2220","Cliffside Park","$475,000","03/18/2026","$458,000","Condo","","","2","1","1"
"1","25042132","S","35","CCT","200 Winston              Drive Unit#217","Cliffside Park","$475,000","03/05/2026","$475,000","Condo","1,211","","2","2","0"
"1","26002633","S","45","CCT","5309 Rio Vista Lane","Northvale","$470,000","03/26/2026","$479,000","Condo","836","","1","1","0"
"1","26009305","S","37","CCT","179 Redwood Court Unit#11","Ramsey","$469,000","03/18/2026","$469,000","Condo","1,273","","2","2","0"
"1","26002294","S","11","CCT","90 Prospect Avenue Unit#6A","Hackensack","$465,000","03/11/2026","$465,000","Condo","1,812","","3","2","0"
"1","26001654","S","13","CCT","2000 Linwood Avenue Unit#14K","Fort Lee","$465,000","03/16/2026","$450,000","Condo","1,290","","2","2","0"
"1","26003880","S","20","CCT","364 Palisade Avenue Unit#4C","Cliffside Park","$460,000","03/30/2026","$480,000","Condo","1,350","","2","2","0"
"1","25039476","S","81","CCT","200 Winston Drive Unit#2517","Cliffside Park","$460,000","03/20/2026","$479,000","Condo","1,313","","2","2","0"
"1","25040891","S","40","CCT","66 Terhune Avenue Unit#14","Lodi","$455,000","03/09/2026","$449,000","TWNHS","1,320","","3","2","1"
"1","25039112","S","42","CCT","4 Horizon              Road Unit#1006","Fort Lee","$455,000","03/09/2026","$460,000","Co-op","1,674","","3","2","0"
"1","25044114","S","58","CCT","1111 River Road Unit#F26","Edgewater","$454,000","03/31/2026","$449,000","Condo","1,175","","2","2","0"
"1","26003592","S","7","CCT","770 Anderson             Avenue Unit#17D","Cliffside Park","$450,000","03/12/2026","$449,900","Condo","1,191","","2","2","0"
"1","26001986","S","17","CCT","113 Cory Lane Unit#113","Elmwood Park","$439,000","03/10/2026","$439,000","Condo","1,175","","2","2","0"
"1","26005836","S","10","CCT","1142 Stafford Street","Mahwah","$435,000","03/20/2026","$399,000","Condo","960","","2","2","0"
"1","26002296","S","28","CCT","1144 Garrison Court","Mahwah","$435,000","03/31/2026","$420,000","Condo","1,033","","2","1","0"
"1","26002692","S","8","CCT","175 Redwood Court","Ramsey","$430,000","03/09/2026","$399,000","TWNHS","969","","1","1","0"
"1","25039852","S","87","CCT","100 Old Palisade         Unit#1814","Fort Lee","$430,000","03/13/2026","$455,000","Condo","857","","1","1","0"
"1","26002103","S","25","CCT","366 Cottonwood Way","Mahwah","$425,000","03/13/2026","$446,000","Condo","855","","2","1","0"
"1","25029143","S","46","CCT","189 Forest               Avenue Unit#409","Paramus","$420,000","03/23/2026","$425,000","Co-op","1,042","","2","2","0"
"1","26001789","S","7","CCT","333 Liberty              Unit#15","Little Ferry","$416,000","03/02/2026","$399,999","Condo","","","1","1","0"
"1","25032338","S","8","CCT","170 Knickerbocker Road","Englewood","$415,000","03/02/2026","$415,000","TWNHS","1,608","","3","2","1"
"1","26002112","S","13","CCT","333 Liberty Street Unit#4","Little Ferry","$410,000","03/16/2026","$399,000","TWNHS","800","","1","2","0"
"1","25034399","S","106","CCT","462 Liberty Street Unit#462A Unit# 101","Little Ferry","$400,000","03/11/2026","$399,000","Condo","1,100","","2","2","0"
"1","26000151","S","26","CCT","31 Fairmount Avenue Unit#16A","Hackensack","$395,000","03/27/2026","$395,000","Condo","977","","2","1","1"
"1","26002366","S","25","CCT","623 Schuyler             Unit#302","Lyndhurst","$390,000","03/18/2026","$390,000","Condo","1,056","","2","2","0"
"1","25042023","S","78","CCT","2160 Center Avenue Unit#5N","Fort Lee","$390,000","03/20/2026","$399,000","Condo","1,104","","2","2","0"
"1","26005791","S","17","CCT","770 Anderson             Unit#11C","Cliffside Park","$385,000","03/19/2026","$365,000","Condo","","","1","1","0"
"1","26004486","S","12","CCT","1600 Parker               Avenue Unit#27J","Fort Lee","$385,000","03/31/2026","$375,000","Co-op","1,299","","1","1","1"
"1","26001371","S","22","CCT","180 Central Avenue","Englewood","$385,000","03/31/2026","$375,000","Condo","","","2","1","0"
"1","25040268","S","29","CCT","2150 Center               Avenue Unit#19e","Fort Lee","$374,500","03/20/2026","$379,000","Co-op","","","2","2","1"
"1","25043982","S","16","CCT","189 Forest               Avenue Unit#117","Paramus","$362,500","03/31/2026","$350,000","Co-op","769","","1","1","0"
"1","26007031","S","13","CCT","401 Dercole Court Unit#332","Norwood","$359,740","03/31/2026","$359,740","Condo","1,324","","2","2","0"
"1","26003580","S","28","CCT","1450 Palisade Avenue Unit#3A","Fort Lee","$355,000","03/31/2026","$349,990","Condo","1,095","","2","1","1"
"1","25040722","S","79","CCT","259 Collignon Way Unit#3A","River Vale","$355,000","03/06/2026","$399,900","Condo","841","","1","1","0"
"1","25040411","S","104","CCT","2160 Center Avenue Unit#3S","Fort Lee","$355,000","03/13/2026","$355,000","Condo","","","1","1","0"
"1","26001927","S","32","CCT","521 Piermont             Unit#502","River Vale","$350,000","03/06/2026","$350,000","Condo","1,152","","1","1","1"
"1","26000239","S","59","CCT","770 Anderson Avenue Unit#14P","Cliffside Park","$350,000","03/20/2026","$365,000","Condo","973","","1","1","0"
"1","25037681","S","20","CCT","1600 Parker               Avenue Unit#6A","Fort Lee","$350,000","03/02/2026","$290,000","Co-op","863","","1","1","1"
"1","26005764","S","6","CCT","1294 Hibiscus Court","Mahwah","$345,000","03/12/2026","$340,000","Condo","605","","1","1","0"
"1","25040235","S","81","CCT","485 Saddle River Road Unit#13","Saddle Brook","$345,000","03/19/2026","$355,000","Condo","1,080","","2","1","0"
"1","25037043","S","127","CCT","2350 Linwood              Unit#5C","Fort Lee","$339,750","03/10/2026","$349,000","Condo","659","","1","1","0"
"1","25040523","S","74","CCT","126 Hackett Place Unit#101-A","Rutherford","$333,000","03/09/2026","$335,000","Condo","854","","1","1","0"
"1","26001998","S","12","CCT","121 Regency Park","Ramsey","$332,000","03/19/2026","$284,900","Condo","655","","1","1","0"
"1","25029564","S","157","CCT","344 Prospect Avenue Unit#4C","Hackensack","$328,000","03/23/2026","$349,000","Condo","1,664","","2","2","0"
"1","26004053","S","17","CCT","521 Piermont Avenue Unit#417A","River Vale","$325,000","03/06/2026","$325,000","Condo","1,039","","1","1","0"
"1","26001732","S","34","CCT","320 Anderson             Avenue Unit#1B","Fairview","$315,000","03/09/2026","$325,000","Condo","1,120","","1","1","0"
