"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths","Garage Spaces","Pool YN","Tax Annual Amount"
"1","26012770","S","18","RES","308 Myrtle Street","Haworth","$2,000,000","06/30/2026","$2,200,000","Colonial","","15,002","5","4","1","2","No","$15,591"
"1","26018622","S","6","RES","1 Hickory Hill Road","Saddle River","$1,995,000","06/17/2026","$2,585,000","Colonial","","87,120","4","4","1","4","No","$0"
"1","26014265","S","7","RES","4 Conklin Court","Allendale","$1,995,000","06/26/2026","$1,750,000","Colonial","","44,867","5","4","1","2","No","$25,118"
"1","26012980","S","6","RES","342 Beechwood Road","Ridgewood","$1,975,000","06/17/2026","$1,695,000","Colonial","","11,979","5","3","1","2","No","$26,972"
"1","26008592","S","17","RES","495 Wilson Avenue","Paramus","$1,975,000","06/18/2026","$2,295,000","Colonial","","9,375","6","5","0","2","No","$24,495"
"1","26015893","S","5","RES","10 Carolina Place","Ridgewood","$1,900,000","06/18/2026","$1,579,000","Colonial","","14,375","4","2","1","2","No","$25,434"
"1","26008993","S","13","RES","85 Orchard Road","Demarest","$1,865,000","06/29/2026","$1,895,000","BiLvl","","14,418","5","3","0","2","No","$22,232"
"1","26008693","S","10","RES","301 Hopper Court","Franklin Lakes","$1,860,000","06/17/2026","$1,799,995","Contemp","","40,859","5","3","2","3","No","$15,993"
"1","26015256","S","9","RES","474 Stevens Avenue","Ridgewood","$1,850,000","06/30/2026","$1,575,000","Split","","30,579","4","3","1","2","No","$20,412"
"1","26012679","S","9","RES","133 N Pleasant Avenue","Ridgewood","$1,843,000","06/18/2026","$1,595,000","Colonial","","15,987","4","3","0","2","No","$26,134"
"1","26006563","S","30","RES","106 Arnot Place","Paramus","$1,835,000","06/17/2026","$1,799,000","Colonial","","9,396","5","5","0","2","Yes","$18,142"
"1","26012068","S","19","RES","130 N Maple Avenue","Ridgewood","$1,800,000","06/30/2026","$1,695,000","Colonial","","20,604","4","3","2","2","No","$20,675"
"1","26009996","S","26","RES","258 Highwood Avenue","Tenafly","$1,780,000","06/16/2026","$1,675,000","Colonial","","40,075","5","2","1","2","No","$34,190"
"1","26014770","S","10","RES","335 Bullard Avenue","Paramus","$1,750,000","06/24/2026","$1,630,000","Colonial","","10,729","4","3","0","2","No","$18,663"
"1","26007553","S","15","RES","364 W Clinton Avenue","Tenafly","$1,750,000","06/30/2026","$1,850,000","Colonial","","7,857","5","4","1","2","No","$24,423"
"1","26017142","S","16","RES","17 Grandview Avenue","Upper Saddle River","$1,725,000","06/30/2026","$1,799,000","Colonial","","37,462","6","6","0","2","No","$21,484"
"1","26015267","S","11","RES","708 Windswept Lane","Franklin Lakes","$1,715,000","06/30/2026","$1,699,000","Colonial","","42,689","4","2","1","2","No","$15,428"
"1","26013828","S","16","RES","37 Oak Street","Tenafly","$1,715,000","06/18/2026","$1,650,000","Colonial","","7,000","4","2","2","1","No","$23,094"
"1","26007264","S","22","RES","1 Sherwood Court","Old Tappan","$1,712,500","06/17/2026","$1,699,000","Colonial","","47,916","5","4","1","2","No","$22,287"
"1","26012969","S","13","RES","741 Charnwood Drive","Wyckoff","$1,710,000","06/23/2026","$1,550,000","Colonial","","24,999","3","2","1","","Yes","$20,260"
"1","26012357","S","10","RES","47 Broadway            ","Woodcliff Lake","$1,700,000","06/25/2026","$1,698,950","Colonial","","43,560","5","3","1","4","No","$19,694"
"1","26009920","S","16","RES","26 Valley Lane","Upper Saddle River","$1,700,000","06/26/2026","$1,599,000","Colonial","","37,462","6","3","1","2","No","$17,531"
"1","26011288","S","15","RES","10 Knollwood Road","Upper Saddle River","$1,677,500","06/25/2026","$1,585,000","Colonial","","42,253","4","3","0","3","Yes","$22,782"
"1","26012509","S","13","RES","52 Stonefence Road","Oakland","$1,670,000","06/30/2026","$1,399,000","Colonial","","45,999","4","3","1","2","Yes","$20,497"
"1","26007225","S","7","RES","235 Sheridan Avenue","Ho-Ho-Kus","$1,670,000","06/23/2026","$1,599,000","Colonial","","10,250","4","3","1","2","No","$16,111"
"1","26016986","S","13","RES","411 Snyder Road","Wyckoff","$1,665,000","06/16/2026","$1,599,000","Colonial","","30,627","4","4","0","2","Yes","$20,839"
"1","26006706","S","20","RES","22 Maplewood Road","Closter","$1,665,000","06/17/2026","$1,649,000","Contemp","","12,197","5","3","1","2","Yes","$20,417"
"1","26008330","S","10","RES","321 Hollywood Avenue","Ho-Ho-Kus","$1,651,321","06/30/2026","$1,595,000","Colonial","","10,202","5","3","1","2","No","$16,516"
"1","26015325","S","12","RES","765 7th Avenue","River Edge","$1,625,000","06/26/2026","$1,649,000","Colonial","","11,252","5","6","1","2","No","$0"
"1","26009888","S","5","RES","465 Contant Avenue","Haworth","$1,610,000","06/16/2026","$1,399,999","Colonial","","17,424","4","2","1","2","Yes","$21,611"
"1","26024636","S","118","RES","72 Joyce Road","Tenafly","$1,600,000","06/30/2026","$1,600,000","Colonial","","12,898","4","2","1","1","No","$22,455"
"1","26015506","S","10","RES","18 Hope Street","Montvale","$1,600,000","06/25/2026","$1,550,000","Colonial","","20,521","5","3","1","2","No","$16,866"
"1","26005472","S","64","RES","755 W Saddle River Road","Ho-Ho-Kus","$1,600,000","06/18/2026","$1,725,000","Colonial","","14,501","4","3","1","2","No","$16,800"
"1","26010544","S","13","RES","50 Hemlock Drive","Paramus","$1,585,000","06/26/2026","$1,585,000","Colonial","","9,374","5","3","1","2","No","$18,691"
"1","26008134","S","45","RES","109 Arbor Drive","Ho-Ho-Kus","$1,571,000","06/17/2026","$1,599,000","Colonial","","10,393","5","5","1","","No","$23,700"
"1","26006872","S","12","RES","20 Bearbrook            Drive","Woodcliff Lake","$1,565,000","06/30/2026","$1,449,000","Colonial","","15,398","5","3","1","2","No","$24,866"
"1","26011257","S","6","RES","277 Columbia Terrace","Paramus","$1,560,000","06/22/2026","$1,499,000","Split","","13,199","5","4","1","2","Yes","$15,189"
"1","26012638","S","17","RES","138 Brookside Avenue","Cresskill","$1,553,380","06/29/2026","$1,399,000","Colonial","","5,998","3","3","0","1","No","$16,528"
"1","26006682","S","21","RES","34 Crocker Mansion Drive","Mahwah","$1,552,500","06/29/2026","$1,385,000","Colonial","","40,946","4","3","0","3","Yes","$20,060"
"1","26011485","S","13","RES","60 Parkhill Road","Harrington Park","$1,550,000","06/30/2026","$1,469,000","Colonial","","18,478","5","3","1","2","Yes","$23,718"
"1","26007928","S","45","RES","537 Spring Valley Road","Paramus","$1,545,000","06/23/2026","$1,600,000","Colonial","","7,501","4","3","1","2","No","$14,822"
"1","26008589","S","14","RES","565 Dorchester Drive","River Vale","$1,535,000","06/25/2026","$1,375,000","Colonial","","18,199","4","3","1","2","No","$22,086"
"1","26014454","S","11","RES","75 S Highwood Avenue","Glen Rock","$1,520,000","06/22/2026","$1,200,000","Colonial","","7,200","4","3","1","2","No","$21,889"
"1","26016270","S","12","RES","74 Van Blarcom Lane","Wyckoff","$1,500,000","06/30/2026","$1,200,000","Colonial","","38,870","4","3","0","2","Yes","$18,885"
"1","26011289","S","7","RES","10 Mallard Run","Upper Saddle River","$1,500,000","06/18/2026","$1,200,000","Contemp","","40,511","5","4","1","3","No","$19,545"
"1","26015328","S","6","RES","544 Hague Court","Oradell","$1,499,000","06/26/2026","$1,299,000","Colonial","","10,241","5","3","1","2","No","$21,756"
"1","26005175","S","10","RES","4 Lindeman Avenue","Closter","$1,485,000","06/17/2026","$1,299,000","Colonial","","12,632","4","2","1","2","No","$19,328"
"1","26014355","S","3","RES","161 Ridge Road","Rutherford","$1,460,250","06/18/2026","$1,350,000","Colonial","","7,501","6","3","1","","No","$16,499"
"1","26016877","S","8","RES","56 Northwood Avenue","Demarest","$1,450,000","06/30/2026","$1,190,000","BiLvl","","11,979","3","3","0","2","No","$17,299"
"1","26009782","S","13","RES","35 Grandview Avenue","Upper Saddle River","$1,450,000","06/18/2026","$1,299,000","Ranch","","37,462","3","4","1","","Yes","$18,112"
"1","26007619","S","8","RES","126 Sussex Road","Tenafly","$1,450,000","06/22/2026","$1,400,000","Colonial","","7,501","4","3","1","1","No","$18,120"
"1","25038027","S","150","RES","264 Merrison Street","Teaneck","$1,450,000","06/23/2026","$1,449,000","Colonial","","7,501","7","4","1","","No","$15,107"
"1","26011326","S","13","RES","130 Whitman Street","Haworth","$1,440,000","06/17/2026","$1,399,999","Colonial","","15,002","5","4","1","2","No","$24,100"
"1","26013134","S","6","RES","3 Osborne Court","Mahwah","$1,435,000","06/26/2026","$1,289,000","Colonial","","40,511","4","2","1","2","Yes","$11,813"
"1","26007444","S","18","RES","21 Ridge Road","Norwood","$1,435,000","06/30/2026","$1,300,000","Colonial","","23,749","4","2","1","2","Yes","$17,218"
"1","26012857","S","9","RES","5 Williams Crest","Park Ridge","$1,426,000","06/18/2026","$1,374,900","Colonial","","25,801","4","4","0","3","No","$27,240"
"1","26009791","S","6","RES","191 Hillside Avenue","Wyckoff","$1,425,000","06/26/2026","$1,399,000","Colonial","","10,202","4","2","1","2","No","$16,163"
"1","26012476","S","9","RES","512 Ackerman Avenue","Glen Rock","$1,419,000","06/22/2026","$1,180,000","Colonial","","","4","2","2","2","No","$18,700"
"1","26014378","S","4","RES","157 Atkins Terrace","East Rutherford","$1,400,000","06/18/2026","$1,237,000","BiLvl","","","4","3","2","1","Yes","$9,740"
"1","26006574","S","7","RES","440 Dorchester Road","Ridgewood","$1,400,000","06/16/2026","$1,150,000","Colonial","","6,316","4","3","0","1","No","$15,768"
"1","26004516","S","10","RES","3 Stonewall Court","Woodcliff Lake","$1,400,000","06/22/2026","$1,199,000","Colonial","","11,983","4","2","1","2","No","$18,170"
"1","26014338","S","17","RES","7 Douglas Terrace","Woodcliff Lake","$1,399,950","06/30/2026","$1,100,950","Split","","24,481","4","3","0","3","Yes","$20,721"
"1","26016062","S","12","RES","37 Longridge Road","Montvale","$1,395,924","06/29/2026","$1,375,000","Colonial","","40,180","5","3","1","2","No","$18,885"
"1","26005990","S","12","RES","112 Edgewood Road","Allendale","$1,380,000","06/29/2026","$1,199,000","Colonial","","39,640","4","2","1","2","No","$20,304"
"1","26011294","S","22","RES","67 Stewart Street","Demarest","$1,375,000","06/25/2026","$1,375,000","Ranch","","10,106","5","4","0","","No","$18,389"
"1","26011392","S","3","RES","82 Van Horn Street","Demarest","$1,370,000","06/25/2026","$1,400,000","Colonial","","10,019","4","2","1","2","No","$13,766"
"1","26024581","S","177","RES","25 Hallberg Avenue","Bergenfield","$1,350,000","06/26/2026","$1,350,000","Colonial","","10,001","4","3","1","","No","$15,748"
"1","26024283","S","68","RES","21 Alan Avenue","Glen Rock","$1,350,000","06/26/2026","$1,350,000","Colonial","","8,751","4","2","1","2","No","$13,600"
"1","26016504","S","19","RES","82 Monroe Avenue","Cresskill","$1,335,000","06/29/2026","$1,299,000","Colonial","","5,001","4","2","1","1","No","$19,761"
"1","26001876","S","20","RES","11 Osborne Court","Mahwah","$1,325,000","06/30/2026","$1,275,000","Colonial","","40,075","4","3","1","2","No","$12,662"
"1","26005719","S","9","RES","288 Schley Place","Teaneck","$1,310,000","06/22/2026","$1,259,999","Colonial","","8,899","6","3","1","2","No","$23,014"
"1","26015212","S","6","RES","558 W Saddle River         Road","Upper Saddle River","$1,300,000","06/26/2026","$1,259,995","Colonial","","54,886","4","2","1","2","No","$15,200"
"1","26011239","S","14","RES","7 Trotters Lane","Mahwah","$1,300,000","06/26/2026","$1,285,000","Colonial","","44,867","4","2","1","2","Yes","$19,291"
"1","26010750","S","13","RES","31 Collins Avenue","Closter","$1,300,000","06/16/2026","$1,499,000","Split","","13,504","4","3","1","2","No","$21,001"
"1","26014314","S","14","RES","81 Chestnut Street","Allendale","$1,299,000","06/23/2026","$1,299,000","Colonial","","14,898","4","2","1","2","No","$21,418"
"1","26012254","S","19","RES","435 Carlton Road","Wyckoff","$1,275,000","06/22/2026","$1,150,000","Colonial","","28,649","3","2","1","2","Yes","$20,666"
"1","26004423","S","4","RES","272 S Prospect Avenue","Bergenfield","$1,260,000","06/30/2026","$1,099,000","Colonial","","6,599","4","3","1","1","No","$23,332"
"1","26010048","S","13","RES","300 Briarwood Drive","Wyckoff","$1,255,000","06/25/2026","$1,275,000","Ranch","","29,377","3","2","0","","No","$13,096"
"1","26013841","S","9","RES","856 Spring Valley Road","Maywood","$1,250,000","06/29/2026","$1,195,000","Colonial","","","4","4","1","1","No","$18,550"
"1","26007605","S","16","RES","12 Chestnut Street","Cresskill","$1,250,000","06/18/2026","$999,000","Colonial","","13,700","4","2","0","1","No","$16,675"
"1","26013465","S","20","RES","12-41 Western Drive","Fair Lawn","$1,225,000","06/22/2026","$1,295,000","Colonial","","6,930","5","5","0","","No","$0"
"1","26024129","S","80","RES","20 Walnut Street","Rutherford","$1,220,000","06/25/2026","$1,200,000","Colonial","","5,001","4","4","0","","No","$13,094"
"1","26012983","S","13","RES","81 S 5th Street","Park Ridge","$1,212,000","06/25/2026","$999,000","Colonial","","11,299","4","2","1","2","Yes","$19,664"
"1","26013672","S","7","RES","19 Bedford Road","Mahwah","$1,201,000","06/17/2026","$998,000","Colonial","","40,075","4","2","1","2","No","$12,386"
"1","26009967","S","12","RES","168 Engle Street","Tenafly","$1,200,000","06/29/2026","$1,050,000","Colonial","","9,750","4","2","1","2","No","$20,311"
"1","26008796","S","25","RES","248 Donaldson Avenue","Rutherford","$1,175,000","06/18/2026","$1,000,000","Colonial","","12,001","5","3","0","2","No","$15,040"
"1","26012311","S","9","RES","164 Selvage Avenue","Teaneck","$1,172,000","06/26/2026","$1,080,000","Colonial","","5,001","5","4","0","2","No","$11,236"
"1","26024685","S","88","RES","8 Ivy Place","Upper Saddle River","$1,169,000","06/30/2026","$1,139,000","Cape Cod","","37,462","3","3","0","2","No","$14,735"
"1","26006887","S","6","RES","51 Terrace Street","Park Ridge","$1,151,000","06/30/2026","$915,000","Colonial","","7,275","3","2","1","","No","$17,998"
"1","26012356","S","12","RES","392 Mercer Avenue","River Edge","$1,150,000","06/22/2026","$975,000","BiLvl","","7,501","4","3","0","2","No","$17,642"
"1","26008887","S","11","RES","215 Hill Street","Midland Park","$1,150,000","06/16/2026","$950,000","Colonial","","13,700","4","3","1","2","No","$19,963"
"1","26012488","S","18","RES","485 Eisenhower Court","Wyckoff","$1,140,000","06/23/2026","$1,100,000","Split","","26,249","4","2","1","2","Yes","$14,854"
"1","26018679","S","8","RES","33-17 Southern Drive","Fair Lawn","$1,130,000","06/26/2026","$1,099,000","Colonial","","6,242","5","4","0","2","No","$0"
"1","26006709","S","9","RES","118 Lakewood Avenue","Ho-Ho-Kus","$1,125,118","06/22/2026","$999,000","Cape Cod","","17,398","4","2","0","2","No","$13,435"
"1","26009087","S","39","RES","63 Van Orden Road","Harrington Park","$1,120,000","06/17/2026","$1,175,000","Colonial","","","5","2","1","2","No","$21,431"
"1","26008597","S","13","RES","247 Steilen Avenue","Ridgewood","$1,101,505","06/23/2026","$1,049,900","Split","","6,360","4","2","1","1","No","$14,585"
"1","26013231","S","12","RES","676 Rutgers Place","Paramus","$1,100,000","06/23/2026","$970,000","BiLvl","","13,698","4","2","1","2","No","$10,839"
"1","26012199","S","13","RES","23 George Road","Emerson","$1,100,000","06/25/2026","$1,099,900","Colonial","","7,501","5","3","1","2","No","$19,011"
"1","26007710","S","13","RES","460 New Bridge Road","Bergenfield","$1,100,000","06/25/2026","$950,000","Split","","7,501","3","2","1","","No","$15,995"
"1","26009402","S","11","RES","107 Main Street","Glen Rock","$1,081,000","06/29/2026","$949,000","Colonial","","9,300","3","2","2","2","No","$19,911"
"1","26010381","S","7","RES","8 Abbington Terrace","Glen Rock","$1,075,000","06/26/2026","$978,000","Colonial","","8,695","3","2","1","1","No","$17,035"
"1","26012294","S","7","RES","303 Walnut Street","Township of Washington","$1,070,000","06/26/2026","$979,000","Colonial","","10,001","4","2","1","2","Yes","$14,709"
"1","26000171","S","9","RES","119 Dean Street","Harrington Park","$1,063,000","06/22/2026","$980,000","BiLvl","","10,001","5","2","0","2","No","$17,560"
"1","26012034","S","11","RES","2 Winding Ridge","Oakland","$1,049,000","06/30/2026","$965,000","Colonial","","6,665","4","3","1","2","Yes","$17,150"
"1","26008866","S","6","RES","1 Crescent Place","Ho-Ho-Kus","$1,049,000","06/24/2026","$1,049,000","Split","","12,369","3","2","0","2","No","$13,920"
"1","26011649","S","19","RES","117 Wanamaker Avenue","Oradell","$1,045,000","06/17/2026","$945,000","Ranch","","9,291","3","2","1","1","No","$14,642"
"1","26014166","S","14","RES","5 Franciscan Way","Fair Lawn","$1,040,000","06/30/2026","$919,000","Cape Cod","","11,426","4","2","0","1","No","$13,703"
"1","26005605","S","9","RES","15 Clark Street","Cresskill","$1,030,000","06/18/2026","$799,000","Ranch","","9,975","4","2","0","","No","$12,116"
"1","26011146","S","7","RES","43 Busteed Drive","Midland Park","$1,020,000","06/25/2026","$898,000","Split","","9,126","5","3","1","1","No","$17,960"
"1","26014958","S","9","RES","222 Merritt Drive","Oradell","$1,015,000","06/26/2026","$819,000","Split","","15,002","4","2","1","2","No","$18,904"
"1","26015572","S","11","RES","81 Pascack Avenue","Emerson","$1,012,000","06/26/2026","$924,777","Split","","7,501","4","3","1","1","Yes","$18,457"
"1","26017619","S","8","RES","347 Passaic Avenue","Rutherford","$999,999","06/24/2026","$999,999","Colonial","","4,748","4","3","0","","Yes","$15,801"
"1","26002647","S","93","RES","30-11 Rosalie              Street","Fair Lawn","$999,999","06/19/2026","$1,100,000","Colonial","","8,996","4","2","5","2","No","$14,289"
"1","26013783","S","6","RES","488 Dorchester Road","Ridgewood","$999,000","06/30/2026","$820,000","Cape Cod","","6,970","4","2","0","","No","$11,456"
"1","26015924","S","17","RES","800 Glenside Court","Oradell","$995,000","06/16/2026","$899,999","Split","","12,654","3","2","1","2","No","$16,632"
"1","26011608","S","14","RES","208 Mortimer Avenue","Rutherford","$995,000","06/18/2026","$979,500","Colonial","","5,001","6","2","1","0","No","$16,864"
"1","26005478","S","63","RES","238 Park Avenue","Teaneck","$995,000","06/26/2026","$999,000","Colonial","","8,499","5","3","1","2","No","$22,800"
"1","26015394","S","8","RES","53 Smithfield Road","Waldwick","$990,000","06/26/2026","$949,999","Split","","15,159","4","3","0","1","Yes","$16,368"
"1","26013831","S","13","RES","65 Clinton Park Drive","Bergenfield","$990,000","06/17/2026","$950,000","Colonial","","5,545","4","3","0","1","Yes","$19,437"
"1","26001743","S","117","RES","4 Lee Court","Waldwick","$990,000","06/23/2026","$990,000","Colonial","","17,313","5","3","0","2","No","$16,866"
"1","26014024","S","9","RES","404 Prospect Avenue","Oradell","$985,000","06/30/2026","$959,900","Split","","11,299","4","3","1","2","No","$17,327"
"1","26011845","S","7","RES","6 Long Avenue","Mahwah","$985,000","06/23/2026","$925,000","Colonial","","9,374","4","2","1","1","Yes","$9,039"
"1","26006322","S","8","RES","119 Sussex Road","Bergenfield","$982,000","06/26/2026","$895,000","Colonial","","4,901","4","3","0","1","No","$14,966"
"1","26011496","S","14","RES","309 Ottawa Avenue","Hasbrouck Heights","$975,000","06/16/2026","$999,000","Colonial","","5,001","4","3","0","1","No","$0"
"1","26008704","S","10","RES","208 Prospect Avenue","Oradell","$965,000","06/30/2026","$799,000","Ranch","","7,501","3","2","1","1","No","$14,977"
"1","26016128","S","5","RES","69 Thiem Avenue","Rochelle Park","$960,000","06/18/2026","$900,000","BiLvl","","9,100","4","3","0","2","Yes","$15,667"
"1","26014226","S","14","RES","266 Central Avenue","Paramus","$960,000","06/30/2026","$829,000","Ranch","","7,453","3","2","0","2","No","$9,388"
"1","26010840","S","17","RES","16 Arlington Boulevard","North Arlington","$960,000","06/18/2026","$900,000","Contemp","","5,001","4","3","1","2","No","$17,854"
"1","26008769","S","7","RES","151 Washington Avenue","Hillsdale","$954,000","06/22/2026","$889,000","Colonial","","10,999","4","3","0","","No","$18,195"
"1","26018569","S","9","RES","48 Palmer Place","Leonia","$950,000","06/25/2026","$850,000","Ranch","","8,690","3","2","0","1","No","$17,214"
"1","26015297","S","11","RES","6 Rose Court","Closter","$950,000","06/19/2026","$960,000","BiLvl","","12,197","3","2","0","1","No","$13,230"
"1","26012249","S","20","RES","41-01 Geiger Place","Fair Lawn","$950,000","06/17/2026","$899,000","Split","","7,601","3","2","1","2","No","$16,419"
"1","26009700","S","9","RES","5 Hilltop Road","Mahwah","$950,000","06/26/2026","$889,000","Colonial","","29,233","4","2","1","","No","$11,041"
"1","26012548","S","11","RES","100 Mills Avenue","Norwood","$942,000","06/29/2026","$955,000","Split","","","3","2","0","","Yes","$13,890"
"1","26013650","S","5","RES","236 Dixon Avenue","Dumont","$940,000","06/23/2026","$849,000","Colonial","","","4","2","1","2","No","$18,289"
"1","26013530","S","14","RES","12-68 12th Street","Fair Lawn","$940,000","06/18/2026","$899,000","Contemp","","5,001","4","3","0","1","No","$0"
"1","26013765","S","8","RES","426 Union Avenue","Rutherford","$933,000","06/26/2026","$899,900","Split","","6,499","4","3","0","1","No","$14,157"
"1","25039442","S","90","RES","137 Johnson Avenue","Teaneck","$930,000","06/16/2026","$965,000","Colonial","","5,502","4","3","0","2","No","$15,569"
"1","26007931","S","50","RES","2446 3rd Street","Fort Lee","$925,000","06/23/2026","$899,000","Cape Cod","","4,251","4","2","1","","No","$10,910"
"1","26003082","S","5","RES","67 Central Avenue","Dumont","$925,000","06/29/2026","$896,660","Ranch","","","4","3","0","2","No","$17,299"
"1","26018514","S","11","RES","458 Stillwell Avenue","Fort Lee","$915,000","06/18/2026","$799,900","Ranch","","3,999","3","2","0","1","No","$10,422"
"1","26012577","S","12","RES","631 Cooper Avenue","Oradell","$914,000","06/25/2026","$875,000","Cape Cod","","8,163","3","2","0","1","No","$16,262"
"1","26011703","S","20","RES","685 Blanch Avenue","Norwood","$910,000","06/23/2026","$949,900","Ranch","","35,802","3","2","1","2","No","$15,952"
