"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths","Garage Spaces","Pool YN","Tax Annual Amount"
"1","26007483","S","17","2to4","1 4th Street","North Arlington","$790,000","06/29/2026","$735,000","2 Fam","","","4","2","0","","No","$11,629"
"1","26009428","S","18","2to4","40 Morton Avenue","Dumont","$775,000","06/05/2026","$799,000","2 Fam","","15,002","4","3","0","1","No","$14,238"
"1","26007778","S","14","2to4","127 Albert Street","North Arlington","$775,000","06/05/2026","$749,900","2 Fam","","3,820","3","2","0","1","No","$10,382"
"1","26011825","S","13","2to4","247 Malcolm Avenue","Garfield","$757,000","06/12/2026","$715,000","2 Fam","","5,000","5","3","0","","No","$9,188"
"1","26009674","S","25","2to4","579 Oregon Avenue","Cliffside Park","$750,000","06/09/2026","$775,000","2 Fam","","3,598","3","3","0","2","No","$10,371"
"1","25026506","S","151","2to4","327 Madison Street","Carlstadt","$740,000","06/05/2026","$749,900","2 Fam","","5,001","4","2","1","","No","$7,299"
"1","26009779","S","16","2to4","309 Monroe Street","Carlstadt","$730,000","06/08/2026","$689,900","2 Fam","","3,751","4","2","0","","No","$8,450"
"1","26011114","S","7","2to4","236 Rochelle Avenue","Rochelle Park","$720,000","06/11/2026","$749,000","2 Fam","","3,781","4","2","0","0","No","$9,242"
"1","26008774","S","15","2to4","125 Merritt Avenue","Bergenfield","$705,000","06/24/2026","$650,000","2 Fam","","7,501","3","1","1","0","No","$14,738"
"1","26004414","S","65","2to4","30 Gold Street","North Arlington","$700,000","06/12/2026","$750,000","2 Fam","","3,820","4","2","0","1","No","$11,909"
"1","26013177","S","11","2to4","64 Davis Avenue","Hackensack","$680,000","06/16/2026","$629,000","2 Fam","","5,001","2","2","0","2","No","$12,708"
"1","26011403","S","25","2to4","313 4th Street","Fairview","$650,000","06/25/2026","$550,000","2 Fam","","2,500","6","2","0","","No","$9,305"
"1","26016614","S","21","2to4","123 Summit Avenue","Elmwood Park","$618,150","06/15/2026","$539,000","2 Fam","","5,001","3","2","0","0","No","$9,375"
"1","26013378","S","19","2to4","32 Hillside Avenue","Bergenfield","$550,000","06/11/2026","$525,000","2 Fam","","5,001","3","2","0","1","No","$13,015"
"1","25038602","S","103","2to4","270 Midland Avenue","Garfield","$530,000","06/04/2026","$539,000","2 Fam","","2,500","4","2","0","0","No","$6,888"
