"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths","Garage Spaces","Pool YN","Tax Annual Amount"
"1","26011881","S","26","CCT","28 Autumn Way Unit#72","Montvale","$777,000","06/12/2026","$789,000","TWNHS","2,101","","3","2","1","","No","$12,915"
"1","26009786","S","13","CCT","600 12th Street Unit#810","Palisades Park","$765,000","06/08/2026","$759,000","Condo","1,416","","2","2","0","2","No","$8,658"
"1","26007623","S","17","CCT","22 Peach Hill Court","Ramsey","$760,000","06/16/2026","$760,000","TWNHS","2,116","","3","2","1","","No","$13,015"
"1","26012912","S","14","CCT","10 Chris Court","Fair Lawn","$752,365","06/29/2026","$700,000","TWNHS","1,685","","3","2","1","1","No","$11,847"
"1","26018338","S","12","CCT","9 Franklin             Unit#9A","Montvale","$745,000","06/30/2026","$699,000","TWNHS","","","2","2","2","","No","$9,653"
"1","26006999","S","46","CCT","60 Dewitt Street Unit#A","Garfield","$740,000","06/01/2026","$750,000","Condo","2,800","","3","2","2","1","No","$0"
"1","26002508","S","97","CCT","300 Winston              Unit#910","Cliffside Park","$740,000","06/12/2026","$758,000","Condo","1,509","","2","2","0","","Yes","$9,523"
"1","26007429","S","29","CCT","5201 Rio Vista Lane","Northvale","$735,000","06/08/2026","$735,000","Condo","1,460","","2","2","0","2","Yes","$16,709"
"1","26014110","S","11","CCT","57 Leahy Drive","Wood Ridge","$730,000","06/05/2026","$735,000","Condo","1,771","","2","2","1","1","No","$8,557"
"1","26013878","S","6","CCT","502 Piermont Avenue Unit#T502","River Vale","$730,000","06/17/2026","$729,900","TWNHS","1,764","","3","2","2","","Yes","$11,927"
"1","26014382","S","15","CCT","400C Bromley Place Unit#4003","Wyckoff","$725,000","06/01/2026","$875,000","TWNHS","2,279","","2","2","1","2","No","$10,560"
"1","26005459","S","40","CCT","300 Gorge Road Unit#57","Cliffside Park","$718,000","06/01/2026","$718,000","Condo","","","3","2","0","2","Yes","$13,383"
"1","26013764","S","11","CCT","1201 Rio Vista Drive","Mahwah","$710,000","06/15/2026","$669,000","TWNHS","1,634","","2","2","1","","Yes","$7,991"
"1","26012104","S","14","CCT","9 Parsons Court","Mahwah","$710,000","06/16/2026","$684,000","TWNHS","1,546","","2","2","0","1","Yes","$7,419"
"1","26015130","S","18","CCT","100 Old Palisade Road Unit#1610","Fort Lee","$698,000","06/23/2026","$698,000","Condo","1,452","","2","2","1","3","Yes","$13,000"
"1","26010707","S","12","CCT","300 Winston              Drive Unit#2802","Cliffside Park","$688,000","06/16/2026","$688,000","Condo","1,533","","2","2","0","","Yes","$9,960"
"1","26015346","S","27","CCT","240 Mountain View Drive","Mahwah","$675,000","06/30/2026","$650,000","TWNHS","1,804","","2","2","1","1","Yes","$7,631"
"1","26011889","S","10","CCT","300 Gorge Road Unit#36","Cliffside Park","$675,000","06/01/2026","$650,000","Condo","1,849","","2","2","0","2","Yes","$12,750"
"1","26007727","S","15","CCT","1415 Windsor Park Court Unit#415","Englewood","$668,000","06/23/2026","$628,000","Condo","1,288","","2","2","0","1","No","$11,218"
"1","26000599","S","78","CCT","300 Winston              Drive Unit#609","Cliffside Park","$650,000","06/26/2026","$679,000","Condo","","","2","2","0","","Yes","$9,313"
"1","26013183","S","27","CCT","342 Pond Court Unit#9C","Township of Washington","$649,000","06/18/2026","$649,000","TWNHS","1,576","","2","2","1","","Yes","$9,349"
"1","26009707","S","27","CCT","1431 John                 Street","Fort Lee","$646,000","06/12/2026","$559,000","Condo","1,450","","3","2","0","1","Yes","$10,665"
"1","26010635","S","22","CCT","300 Winston              Drive Unit#1503","Cliffside Park","$630,000","06/15/2026","$635,000","Condo","1,509","","2","2","0","","Yes","$10,105"
"1","26009163","S","20","CCT","364 Ridgewood Avenue Unit#3","Ridgewood","$630,000","06/15/2026","$599,000","Condo","1,010","","2","2","0","","No","$8,436"
"1","26013274","S","49","CCT","3214 Windsor Park Court Unit#214","Englewood","$619,000","06/30/2026","$619,000","Condo","1,161","","2","2","0","","No","$9,407"
"1","26015127","S","13","CCT","93 Prospect Street Unit#2","Garfield","$610,000","06/15/2026","$598,888","TWNHS","","","3","2","1","1","No","$10,788"
"1","26004606","S","19","CCT","316 Nelson               Court","Edgewater","$608,000","06/17/2026","$628,000","Condo","1,122","","2","2","0","1","Yes","$8,862"
"1","26009201","S","6","CCT","224 Cambridge Drive","Ramsey","$605,000","06/04/2026","$525,000","TWNHS","1,028","","2","2","1","1","Yes","$9,901"
"1","26010181","S","13","CCT","185 Wesmont Drive","Wood Ridge","$595,000","06/26/2026","$567,300","TWNHS","","","2","2","0","1","No","$10,605"
"1","26009667","S","11","CCT","70 Leahy Drive","Wood Ridge","$595,000","06/16/2026","$580,000","TWNHS","","","2","2","0","1","No","$8,515"
"1","26012000","S","22","CCT","1077 River                Road Unit#PH 13","Edgewater","$580,000","06/08/2026","$585,000","Condo","1,074","","1","1","1","","Yes","$7,641"
"1","26015822","S","27","CCT","42 Triumph Court Unit#A","East Rutherford","$575,000","06/30/2026","$550,000","Condo","1,531","","2","2","0","1","No","$6,793"
"1","26013803","S","28","CCT","257 Mountain View Drive","Mahwah","$575,000","06/30/2026","$549,000","TWNHS","1,804","","3","2","1","1","Yes","$7,225"
"1","26010814","S","5","CCT","1133 Sycamore Lane","Mahwah","$575,000","06/10/2026","$499,000","Condo","1,126","","2","2","0","","Yes","$5,743"
"1","26009535","S","15","CCT","100 Old Palisade Road Unit#2209","Fort Lee","$575,000","06/05/2026","$539,000","Condo","986","","1","1","1","1","Yes","$10,125"
"1","26014192","S","26","CCT","2000 Linwood Avenue Unit#8W","Fort Lee","$565,000","06/26/2026","$589,000","Condo","1,660","","3","2","0","","Yes","$11,529"
"1","26011631","S","18","CCT","2141 Jordan Court","Mahwah","$560,000","06/24/2026","$525,000","TWNHS","1,360","","2","2","1","","Yes","$7,110"
"1","26012484","S","6","CCT","200 Paterson Avenue Unit#1A","East Rutherford","$555,000","06/04/2026","$549,000","Condo","1,102","","2","2","0","","No","$5,554"
"1","26008575","S","13","CCT","1810 Faulkner Court","Mahwah","$547,450","06/02/2026","$549,900","Condo","1,282","","2","2","0","","Yes","$6,332"
"1","26008414","S","47","CCT","100 Old Palisade Road Unit#1604","Fort Lee","$535,000","06/08/2026","$549,500","Condo","936","","1","1","1","1","Yes","$9,450"
