"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","26016655","S","0","RES","101 Deerfield Drive","Tenafly","$5,500,000","05/05/2026","$5,500,000","Colonial","","40,511","6","7","1"
"1","26001383","S","8","RES","4 Mill Brook Lane","Franklin Lakes","$4,725,000","05/06/2026","$4,995,000","Colonial","","40,816","5","5","2"
"1","26017150","S","0","RES","10 Cedarwood Lane","Saddle River","$4,395,000","05/08/2026","$4,395,000","Colonial","","111,601","6","6","2"
"1","26001490","S","41","RES","16 Old Farms Road","Saddle River","$3,995,000","05/08/2026","$3,995,000","Colonial","","87,120","6","6","1"
"1","26010466","S","6","RES","45 Marjorie Terrace","Englewood Cliffs","$3,500,000","05/11/2026","$3,600,000","Colonial","","17,760","5","4","1"
"1","26006753","S","33","RES","547 Highland Avenue","Ridgewood","$3,400,000","05/05/2026","$3,499,000","Colonial","","24,786","6","7","1"
"1","25023502","S","271","RES","8 Church Court","Closter","$2,671,000","05/01/2026","$2,775,000","Colonial","","16,988","6","5","1"
"1","26018521","S","77","RES","23 Farview Road","Tenafly","$2,625,000","05/13/2026","$2,625,000","Ranch","","43,124","5","3","1"
"1","26007660","S","16","RES","26 Bayberry Drive","Saddle River","$2,600,000","05/11/2026","$2,450,000","Colonial","","88,427","4","3","1"
"1","25042702","S","97","RES","7 Finn Court","Mahwah","$2,600,000","05/05/2026","$2,900,000","Colonial","","80,150","6","5","1"
"1","26003511","S","36","RES","186 Hickory Lane","Closter","$2,570,000","05/07/2026","$2,590,000","Colonial","","","5","5","1"
"1","26000913","S","81","RES","156 Stuart Street","Paramus","$2,525,000","05/11/2026","$2,649,000","Colonial","","11,263","6","6","1"
"1","26008785","S","7","RES","170 Hillside Avenue","Englewood","$2,499,999","05/15/2026","$2,400,000","Colonial","","18,252","5","4","1"
"1","25040422","S","82","RES","375 Burnet Place","Paramus","$2,499,999","05/11/2026","$2,695,000","Colonial","","12,001","6","6","1"
"1","26004062","S","9","RES","157 Melrose Place","Ridgewood","$2,400,500","05/12/2026","$1,799,000","Colonial","","13,852","5","5","0"
"1","26017483","S","33","RES","13 Saddle Ridge Road","Ho-Ho-Kus","$2,400,000","05/08/2026","$2,400,000","Colonial","","45,119","5","3","2"
"1","26015886","S","21","RES","60 Griswold Place","Glen Rock","$2,375,000","05/01/2026","$2,400,000","Colonial","","10,406","6","4","1"
"1","26005260","S","10","RES","56 Arnold Avenue","Closter","$2,120,000","05/01/2026","$1,880,000","Colonial","","12,197","5","5","1"
"1","26019553","S","79","RES","341 Stonycroft Road","Ridgewood","$2,100,000","05/13/2026","$1,995,000","Contemp","","15,682","6","5","1"
"1","26006917","S","14","RES","1 Seton Lane","Mahwah","$2,075,000","05/13/2026","$1,849,000","Colonial","","41,077","4","4","0"
"1","26008758","S","13","RES","193 Pulis Avenue","Franklin Lakes","$1,999,999","05/15/2026","$1,999,999","Colonial","","145,839","5","3","0"
"1","26004351","S","29","RES","623 Alberta Drive","Paramus","$1,999,995","05/07/2026","$1,999,995","Colonial","","9,742","7","6","1"
"1","26003967","S","32","RES","543 Closter Dock Road","Closter","$1,990,000","05/14/2026","$1,988,800","Contemp","","10,019","5","4","1"
"1","26004286","S","14","RES","304 Blauvelt Court","Paramus","$1,900,000","05/01/2026","$1,890,000","Colonial","","17","5","4","1"
"1","26004339","S","63","RES","218 Mayfair Road","Paramus","$1,885,000","05/15/2026","$1,939,999","Colonial","","9,374","5","6","1"
"1","26006208","S","11","RES","12 Midwood Road","Glen Rock","$1,871,000","05/01/2026","$1,795,000","Colonial","","19,998","6","4","1"
"1","26006353","S","21","RES","33 Country Club Road","Tenafly","$1,835,000","05/14/2026","$1,950,000","Colonial","","9,374","5","4","0"
"1","26009463","S","11","RES","533 W Saddle River Road","Upper Saddle River","$1,825,000","05/04/2026","$1,649,000","Colonial","","37,462","5","4","0"
"1","26002556","S","6","RES","139 Central Avenue","Glen Rock","$1,800,000","05/15/2026","$1,599,900","Colonial","","8,102","4","3","2"
"1","26008034","S","7","RES","185 Beechwood Road","Ridgewood","$1,750,000","05/15/2026","$1,250,000","Colonial","","20,081","5","3","1"
"1","26007057","S","15","RES","34 Walsh Drive","Mahwah","$1,750,000","05/14/2026","$1,695,000","Colonial","","40,075","5","4","1"
"1","26006705","S","7","RES","503 Stonewall Court","Wyckoff","$1,750,000","05/01/2026","$1,549,000","Colonial","","9,130","5","3","2"
"1","26004443","S","17","RES","239 Greenway Terrace","River Edge","$1,750,000","05/07/2026","$1,750,000","Colonial","","8,398","5","6","1"
"1","25044206","S","36","RES","85 Oak Drive","Upper Saddle River","$1,750,000","05/01/2026","$1,799,000","Ranch","","38,333","4","4","1"
"1","25043079","S","55","RES","374 Valley Road","River Edge","$1,730,000","05/07/2026","$1,734,999","Colonial","","8,250","5","5","1"
"1","26010207","S","8","RES","136 Tappan Road","Norwood","$1,700,000","05/06/2026","$1,699,999","Colonial","","35,210","5","5","2"
"1","26007123","S","14","RES","311 Walnut Street","Township of Washington","$1,700,000","05/11/2026","$1,750,000","Colonial","","10,001","6","5","1"
"1","26006201","S","10","RES","379 Butternut Avenue","Wyckoff","$1,690,000","05/01/2026","$1,495,000","Colonial","","15,808","4","3","0"
"1","26020011","S","82","RES","36 Dorain Place","Tenafly","$1,658,350","05/08/2026","$1,585,995","Colonial","","15,811","4","3","1"
"1","26008565","S","4","RES","395 Colonial Boulevard","Township of Washington","$1,650,000","05/08/2026","$1,599,995","Colonial","","7,501","4","2","1"
"1","26004649","S","51","RES","461 Arthur Terrace","Paramus","$1,650,000","05/06/2026","$1,699,999","Split","","12,038","5","4","0"
"1","25037316","S","122","RES","362 Harrison Street","Paramus","$1,650,000","05/13/2026","$1,600,000","Colonial","","9,779","5","5","1"
"1","26007970","S","25","RES","305 Westwind Court","Norwood","$1,625,000","05/01/2026","$1,748,888","Contemp","","37,897","5","4","1"
"1","26008710","S","12","RES","435 Morningside          Road","Ridgewood","$1,600,000","05/15/2026","$1,595,000","Colonial","","11,892","5","3","1"
"1","26000806","S","53","RES","450 Saddle Back Trail","Franklin Lakes","$1,600,000","05/07/2026","$1,649,000","Colonial","","66,952","5","3","1"
"1","26005058","S","4","RES","215 Brinckerhoff Court","Englewood","$1,580,000","05/05/2026","$1,388,000","Colonial","","16,679","3","2","1"
"1","26006217","S","12","RES","444 Oncrest Terrace","Cliffside Park","$1,555,000","05/04/2026","$1,499,000","Colonial","","5,100","4","3","2"
"1","26002063","S","9","RES","48 John Place","Bergenfield","$1,550,000","05/05/2026","$1,299,900","Colonial","","5,602","4","4","0"
"1","26001114","S","52","RES","231 Birchwood Road","Old Tappan","$1,520,000","05/04/2026","$1,499,000","Split","","24,999","4","2","1"
"1","26008028","S","18","RES","15 Candlestick Lane","Upper Saddle River","$1,515,000","05/01/2026","$1,490,000","Ranch","","","4","3","1"
"1","26005630","S","4","RES","106 Delmar Avenue","Cresskill","$1,500,000","05/01/2026","$1,350,000","Colonial","","9,500","4","2","1"
"1","26002067","S","20","RES","89 Barrett Lane","Wyckoff","$1,450,000","05/08/2026","$1,499,000","Colonial","","24,999","4","3","1"
"1","26006075","S","27","RES","368 Knickerbocker Road","Tenafly","$1,425,000","05/11/2026","$1,499,999","Split","","10,681","4","3","1"
"1","26005437","S","10","RES","15 Kings Court","Woodcliff Lake","$1,365,000","05/04/2026","$1,299,000","Colonial","","15,899","4","2","1"
"1","26007129","S","61","RES","47 Harriet Avenue","Bergenfield","$1,350,000","05/05/2026","$1,100,000","Colonial","","5,001","4","3","1"
"1","25036149","S","135","RES","57 Mill Road","Park Ridge","$1,349,000","05/07/2026","$1,349,000","Colonial","","9,588","3","3","1"
"1","25035856","S","188","RES","43 Old Tappan Road","Old Tappan","$1,325,000","05/01/2026","$1,395,000","Colonial","","58,806","4","2","0"
"1","26007093","S","16","RES","12-25 Eastern              Drive","Fair Lawn","$1,320,000","05/14/2026","$1,349,000","Colonial","","7,867","5","5","1"
"1","26018560","S","92","RES","877 Norgate Drive","Ridgewood","$1,300,000","05/11/2026","$1,300,000","Colonial","","14,985","4","3","0"
"1","26017269","S","223","RES","425 Lake Road","Wyckoff","$1,300,000","05/11/2026","$1,199,000","Colonial","","18,800","4","2","1"
"1","26005190","S","35","RES","1284 Wellington Avenue","Teaneck","$1,300,000","05/04/2026","$1,295,000","Colonial","","7,802","4","2","1"
"1","26003194","S","12","RES","206 Harwood Place","Paramus","$1,300,000","05/05/2026","$1,099,000","Split","","9,326","4","2","1"
"1","26018173","S","78","RES","14 Cobbler Lane","Mahwah","$1,275,000","05/01/2026","$1,399,000","Ranch","","43,124","5","3","1"
"1","26006732","S","11","RES","6 Hillside Terrace","Wallington","$1,275,000","05/11/2026","$1,300,000","Colonial","","6,621","4","3","1"
"1","25041668","S","123","RES","873 Olentangy Road","Franklin Lakes","$1,275,000","05/15/2026","$1,395,000","Contemp","","43,996","4","3","0"
"1","26010523","S","12","RES","8 Dean Court","Rutherford","$1,260,000","05/15/2026","$1,250,000","Colonial","","9,592","4","2","1"
"1","26003337","S","9","RES","12 Catherine Terrace","Park Ridge","$1,251,000","05/04/2026","$999,000","Colonial","","","4","2","1"
"1","26004342","S","8","RES","500 Rock Road","Glen Rock","$1,235,000","05/13/2026","$1,129,000","Colonial","","8,581","4","3","1"
"1","26010155","S","7","RES","55 Walnut Drive","Tenafly","$1,209,000","05/01/2026","$925,000","Split","","9,121","3","2","1"
"1","26006517","S","10","RES","440 Holly Avenue","Paramus","$1,200,000","05/11/2026","$1,100,000","BiLvl","","7,501","4","3","0"
"1","26006378","S","6","RES","555 Lincoln Avenue","Glen Rock","$1,200,000","05/01/2026","$975,000","Colonial","","8,682","5","4","0"
"1","26005278","S","20","RES","922 Wildwood Road","Oradell","$1,200,000","05/04/2026","$989,999","Split","","12,502","4","2","1"
"1","26007151","S","28","RES","700 Ramapo Road","Teaneck","$1,199,900","05/05/2026","$1,199,900","Colonial","","5,750","4","4","1"
"1","26007027","S","10","RES","18 Kings Court","Woodcliff Lake","$1,170,000","05/15/2026","$1,099,000","Colonial","","22,442","4","2","1"
"1","26009438","S","15","RES","40 Courier Place","Rutherford","$1,150,000","05/08/2026","$1,150,000","Colonial","","4,800","4","2","1"
"1","26009854","S","7","RES","24 Ryder Road","Fair Lawn","$1,149,000","05/11/2026","$1,149,000","Colonial","","5,201","4","2","2"
"1","26011590","S","5","RES","120 Carlough Road","Upper Saddle River","$1,100,000","05/14/2026","$1,050,000","Cape Cod","","40,075","5","2","1"
"1","26011008","S","8","RES","476 Alpine Terrace","Ridgewood","$1,100,000","05/15/2026","$899,000","Colonial","","6,011","3","2","0"
"1","26008853","S","8","RES","347 Gilbert Street","Ridgewood","$1,100,000","05/12/2026","$799,000","Cape Cod","","7,754","4","2","0"
