"#","MLS #","St","Days On Market","Cat","Address","Town","Sold Price","Sold Date","List Price","Style","Unit SqFt","Lot Size Square Feet","Bedrooms","Full Baths","Half Baths"
"1","26008062","S","16","2to4","28 E Liberty Avenue","Hillsdale","$850,000","05/20/2026","$849,000","2 Fam","","","4","3","0"
"1","26002641","S","53","2to4","345 2nd Street","Saddle Brook","$815,000","05/19/2026","$847,000","2 Fam","","3,219","8","3","0"
"1","26006028","S","21","2to4","712 Meyer Avenue","Lyndhurst","$801,000","05/21/2026","$739,000","2 Fam","","7,050","4","3","0"
"1","26007544","S","15","2to4","89 Westminster Place","Garfield","$789,000","05/06/2026","$725,000","2 Fam","","3,891","4","2","0"
"1","26008533","S","20","2to4","71 W Madison Avenue","Dumont","$785,000","05/08/2026","$699,000","2 Fam","","5,062","4","2","0"
"1","26006117","S","16","2to4","179 Fern Avenue","Lyndhurst","$785,000","05/13/2026","$739,000","2 Fam","","5,624","3","3","0"
"1","26003804","S","16","2to4","115 River Road","Bogota","$777,000","05/06/2026","$749,000","2 Fam","","5,998","5","3","0"
"1","26007592","S","18","2to4","116 Lexington Avenue","Dumont","$765,000","05/04/2026","$750,000","2 Fam","","5,001","4","2","1"
"1","26010070","S","12","2to4","104 Hayward Place","Wallington","$760,000","05/04/2026","$699,000","2 Fam","","1,280","5","2","0"
"1","26011253","S","9","2to4","529 Fern Avenue","Lyndhurst","$725,500","05/29/2026","$699,000","2 Fam","","3,999","4","2","0"
"1","25041446","S","113","2to4","175 Union Street","Lodi","$720,000","05/05/2026","$699,999","2 Fam","","9,701","4","1","1"
"1","26010259","S","11","2to4","677 Greeley Avenue","Fairview","$700,000","05/29/2026","$649,000","2 Fam","","5,001","4","2","0"
"1","26001765","S","19","2to4","423 8th                  Street","Fairview","$690,000","05/20/2026","$580,000","2 Fam","","2,500","4","2","0"
"1","26005064","S","14","2to4","251 Grant Avenue","Cliffside Park","$685,000","05/19/2026","$629,000","2 Fam","","1,921","4","2","0"
"1","26005888","S","8","2to4","22 Bernice Place","Lodi","$672,000","05/01/2026","$619,900","2 Fam","","4,961","5","3","0"
"1","26006715","S","20","2to4","158 Pierre Avenue","Garfield","$640,000","05/22/2026","$518,000","2 Fam","","3,125","5","2","0"
"1","25039122","S","107","2to4","898 Lancaster Road","Ridgefield","$620,000","05/22/2026","$675,000","2 Fam","","","4","2","0"
"1","25037852","S","22","2to4","31 Union Avenue","Little Ferry","$611,000","05/19/2026","$600,000","2 Fam","","5,001","4","2","1"
"1","26008921","S","17","2to4","58 Bloomingdale Avenue","Garfield","$595,000","05/07/2026","$530,000","2 Fam","","2,858","4","2","0"
"1","26003584","S","17","2to4","279 Genesee Avenue","Englewood","$585,000","05/18/2026","$525,000","2 Fam","","6,499","3","2","0"
"1","25041864","S","88","2to4","28 Park Avenue","Dumont","$525,000","05/07/2026","$589,000","2 Fam","","1,398","2","2","0"
